task_code,status_code,wbs_id,task_name,target_drtn_hr_cnt,remain_drtn_hr_cnt,act_drtn_hr_cnt,primary_base_start_date,target_start_date,start_date,primary_base_end_date,target_end_date,end_date,remain_float_hr_cnt,free_float_hr_cnt,task_type,pred_list,succ_list,succ_details,resource_list,cstr_type,cstr_type2,clndr_id,delete_record_flag
Activity ID,Activity Status,WBS Code,Activity Name,Original Duration(d),Remaining Duration(d),(*)Actual Duration(d),(*)BL1 Start,(*)Planned Start,(*)Start,(*)BL1 Finish,(*)Planned Finish,(*)Finish,(*)Remaining Float(d),(*)Free Float(d),(*)Activity Type,(*)Predecessors,(*)Successors,(*)Successor Details,(*)Resources,Primary Constraint,Secondary Constraint,Calendar Name,Delete This Row
BUYOUT-90,Completed,TWNU07.3.2,BUYOUT HVAC,20,0,20,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,11/22/2024 16:00,11/22/2024 16:00,11/22/2024 16:00,,,Task Dependent,PRECON-30,SUBMIT-590,SUBMIT-590: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-70,Completed,TWNU07.3.2,BUYOUT HVAC EQUIPMENT,4,0,17,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,10/31/2024 16:00,10/31/2024 16:00,11/19/2024 16:00,,,Task Dependent,PRECON-30,SUBMIT-530,SUBMIT-530: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-50,Completed,TWNU07.3.2,BUYOUT LOUVERS,5,0,19,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,11/1/2024 16:00,11/1/2024 16:00,11/21/2024 16:00,,,Task Dependent,PRECON-30,SUBMIT-560,SUBMIT-560: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-10,Completed,TWNU07.3.2,BUYOUT ELECTRICAL,13,0,46,11/11/2024 08:00,11/11/2024 08:00,11/11/2024 08:00,11/27/2024 16:00,11/27/2024 16:00,1/13/2025 16:00,,,Task Dependent,PRECON-30,"SUBMIT-130, SUBMIT-140, SUBMIT-150, SUBMIT-160, SUBMIT-170, SUBMIT-180, SUBMIT-190, SUBMIT-200, SUBMIT-210, SUBMIT-220, SUBMIT-110","SUBMIT-130: FS, SUBMIT-140: FS, SUBMIT-150: FS, SUBMIT-160: FS, SUBMIT-170: FS, SUBMIT-180: FS, SUBMIT-190: FS, SUBMIT-200: FS, SUBMIT-210: FS, SUBMIT-220: FS, SUBMIT-110: FS",,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-O-10,In Progress,TWNU07.3.2,OWNER FPL PAYMENT FOR XFMRs DESIGN & FABRICATION,5,3,123,10/28/2024 08:00,10/28/2024 08:00,10/28/2024 08:00,11/1/2024 16:00,11/1/2024 16:00,4/21/2025 16:00,109,0,Task Dependent,PRECON-30,FAB/DEL-640,FAB/DEL-640: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
BUYOUT-430,Completed,TWNU07.3.2,BUYOUT GREASE TRAP,1,0,1,10/29/2024 08:00,10/29/2024 08:00,10/29/2024 08:00,10/29/2024 16:00,10/29/2024 16:00,10/29/2024 16:00,,,Task Dependent,PRECON-30,SUBMIT-640,SUBMIT-640: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-630,Completed,TWNU07.3.3,SUBMIT WINDOWS,15,0,70,12/18/2024 08:00,12/18/2024 08:00,12/18/2024 08:00,1/9/2025 16:00,1/9/2025 16:00,3/27/2025 16:00,,,Task Dependent,BUYOUT-30,REV/APP-630,REV/APP-630: FF 10,,,,5D w/Hol 1222-1226,
SUBMIT-130,Completed,TWNU07.3.3,SUBMIT SWITCHGEAR,20,0,20,12/18/2024 08:00,12/18/2024 08:00,12/18/2024 08:00,1/14/2025 16:00,1/14/2025 16:00,1/14/2025 16:00,,,Task Dependent,BUYOUT-10,REV/APP-30,REV/APP-30: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-140,Completed,TWNU07.3.3,SUBMIT METER CANS,15,0,1,1/14/2025 08:00,1/14/2025 08:00,1/14/2025 08:00,2/3/2025 16:00,2/3/2025 16:00,1/14/2025 16:00,,,Task Dependent,BUYOUT-10,REV/APP-40,REV/APP-40: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-150,Completed,TWNU07.3.3,SUBMIT GENERATOR,15,0,20,12/18/2024 08:00,12/18/2024 08:00,12/18/2024 08:00,1/7/2025 16:00,1/7/2025 16:00,1/14/2025 16:00,,,Task Dependent,BUYOUT-10,REV/APP-50,REV/APP-50: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-160,In Progress,TWNU07.3.3,SUBMIT FIRE ALARM SYSTEM,15,3,67,1/14/2025 08:00,1/14/2025 08:00,1/14/2025 08:00,2/3/2025 16:00,2/3/2025 16:00,4/21/2025 16:00,180,0,Task Dependent,BUYOUT-10,REV/APP-70,REV/APP-70: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-170,In Progress,TWNU07.3.3,SUBMIT VOICE/DATA/COAX,15,3,67,1/14/2025 08:00,1/14/2025 08:00,1/14/2025 08:00,2/3/2025 16:00,2/3/2025 16:00,4/21/2025 16:00,185,0,Task Dependent,BUYOUT-10,REV/APP-80,REV/APP-80: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-180,In Progress,TWNU07.3.3,SUBMIT CCTV,15,3,67,12/24/2024 08:00,12/24/2024 08:00,1/14/2025 08:00,1/13/2025 16:00,1/13/2025 16:00,4/21/2025 16:00,185,0,Task Dependent,BUYOUT-10,REV/APP-90,REV/APP-90: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-190,In Progress,TWNU07.3.3,SUBMIT ACCESS CONTROL,15,3,67,12/24/2024 08:00,12/24/2024 08:00,1/14/2025 08:00,1/13/2025 16:00,1/13/2025 16:00,4/21/2025 16:00,185,0,Task Dependent,BUYOUT-10,REV/APP-100,REV/APP-100: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-200,In Progress,TWNU07.3.3,SUBMIT AUDIO/VISUAL,15,3,67,12/24/2024 08:00,12/24/2024 08:00,1/14/2025 08:00,1/13/2025 16:00,1/13/2025 16:00,4/21/2025 16:00,185,0,Task Dependent,BUYOUT-10,REV/APP-110,REV/APP-110: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-210,In Progress,TWNU07.3.3,SUBMIT SECURITY SYSTEMS,15,3,67,12/24/2024 08:00,12/24/2024 08:00,1/14/2025 08:00,1/13/2025 16:00,1/13/2025 16:00,4/21/2025 16:00,185,0,Task Dependent,BUYOUT-10,REV/APP-120,REV/APP-120: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-220,In Progress,TWNU07.3.3,SUBMIT INTERIOR LIGHT FIXTURES,15,3,67,1/14/2025 08:00,1/14/2025 08:00,1/14/2025 08:00,2/3/2025 16:00,2/3/2025 16:00,4/21/2025 16:00,180,0,Task Dependent,BUYOUT-10,REV/APP-130,REV/APP-130: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-110,In Progress,TWNU07.3.3,SUBMIT EXTERIOR LIGHT FIXTURES,5,3,67,1/14/2025 08:00,1/14/2025 08:00,1/14/2025 08:00,1/20/2025 16:00,1/20/2025 16:00,4/21/2025 16:00,107,0,Task Dependent,BUYOUT-10,REV/APP-10,REV/APP-10: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-520,Completed,TWNU07.3.3,SUBMIT ELEVATORS,20,0,21,12/6/2024 08:00,12/6/2024 08:00,12/6/2024 08:00,1/2/2025 16:00,1/2/2025 16:00,1/3/2025 16:00,,,Task Dependent,BUYOUT-20,REV/APP-520,REV/APP-520: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-230,Completed,TWNU07.3.3,SUBMIT MANUFACTURED CABINETS & COUNTERTOPS,15,0,51,1/14/2025 08:00,1/14/2025 08:00,1/14/2025 08:00,2/3/2025 16:00,2/3/2025 16:00,3/25/2025 16:00,,,Task Dependent,BUYOUT-360,REV/APP-140,REV/APP-140: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-250,Not Started,TWNU07.3.3,SUBMIT WINDOW TREATMENT,15,15,0,4/22/2025 08:00,4/22/2025 08:00,4/22/2025 08:00,5/12/2025 16:00,5/12/2025 16:00,5/12/2025 16:00,180,0,Task Dependent,BUYOUT-380,REV/APP-160,REV/APP-160: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-270,In Progress,TWNU07.3.3,SUBMIT APPLIANCES,15,4,11,4/2/2025 08:00,4/2/2025 08:00,4/2/2025 08:00,4/22/2025 16:00,4/22/2025 16:00,4/22/2025 16:00,184,0,Task Dependent,BUYOUT-350,REV/APP-180,REV/APP-180: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-280,Not Started,TWNU07.3.3,OWNER SUBMIT IDENTIFICATION SIGNS,15,15,0,5/1/2025 08:00,5/1/2025 08:00,5/1/2025 08:00,5/21/2025 16:00,5/21/2025 16:00,5/21/2025 16:00,193,0,Task Dependent,BUYOUT-290,REV/APP-190,REV/APP-190: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-290,Completed,TWNU07.3.3,SUBMIT FIRE EXTINGUISHERS & CABINETS,4,0,4,3/31/2025 08:00,3/31/2025 08:00,3/31/2025 08:00,4/3/2025 16:00,4/3/2025 16:00,4/3/2025 16:00,,,Task Dependent,BUYOUT-300,REV/APP-200,REV/APP-200: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-300,In Progress,TWNU07.3.3,SUBMIT MAIL BOXES,15,9,6,4/9/2025 08:00,4/9/2025 08:00,4/9/2025 08:00,4/29/2025 16:00,4/29/2025 16:00,4/29/2025 16:00,188,0,Task Dependent,BUYOUT-310,REV/APP-210,REV/APP-210: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-310,Not Started,TWNU07.3.3,SUBMIT STORAGE SHELVES,15,15,0,4/22/2025 08:00,4/22/2025 08:00,4/22/2025 08:00,5/12/2025 16:00,5/12/2025 16:00,5/12/2025 16:00,179,0,Task Dependent,BUYOUT-320,REV/APP-220,REV/APP-220: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-320,In Progress,TWNU07.3.3,SUBMIT TOILET & BATH ACCESSORIES,15,4,11,4/2/2025 08:00,4/2/2025 08:00,4/2/2025 08:00,4/22/2025 16:00,4/22/2025 16:00,4/22/2025 16:00,169,0,Task Dependent,BUYOUT-330,REV/APP-230,REV/APP-230: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-330,In Progress,TWNU07.3.3,SUBMIT DRYWALL,15,3,64,1/17/2025 08:00,1/17/2025 08:00,1/17/2025 08:00,2/6/2025 16:00,2/6/2025 16:00,4/21/2025 16:00,8,0,Task Dependent,BUYOUT-240,REV/APP-240,REV/APP-240: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-340,In Progress,TWNU07.3.3,SUBMIT CERAMIC TILE,15,4,11,4/2/2025 08:00,4/2/2025 08:00,4/2/2025 08:00,4/22/2025 16:00,4/22/2025 16:00,4/22/2025 16:00,99,0,Task Dependent,BUYOUT-250,REV/APP-250,REV/APP-250: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-350,In Progress,TWNU07.3.3,SUBMIT FLOORING: VINYL PLANK,15,4,11,4/2/2025 08:00,4/2/2025 08:00,4/2/2025 08:00,4/22/2025 16:00,4/22/2025 16:00,4/22/2025 16:00,105,0,Task Dependent,BUYOUT-260,REV/APP-260,REV/APP-260: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-360,In Progress,TWNU07.3.3,SUBMIT CARPET,15,5,10,4/3/2025 08:00,4/3/2025 08:00,4/3/2025 08:00,4/23/2025 16:00,4/23/2025 16:00,4/23/2025 16:00,193,0,Task Dependent,BUYOUT-270,REV/APP-270,REV/APP-270: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-370,In Progress,TWNU07.3.3,SUBMIT PAINT AND COATING,15,3,64,1/17/2025 08:00,1/17/2025 08:00,1/17/2025 08:00,2/6/2025 16:00,2/6/2025 16:00,4/21/2025 16:00,57,0,Task Dependent,BUYOUT-280,REV/APP-280,REV/APP-280: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-380,Completed,TWNU07.3.3,SUBMIT EXTERIOR DOORS,15,0,75,12/18/2024 08:00,12/18/2024 08:00,12/18/2024 08:00,1/7/2025 16:00,1/7/2025 16:00,4/1/2025 16:00,,,Task Dependent,BUYOUT-140,REV/APP-290,REV/APP-290: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-390,In Progress,TWNU07.3.3,SUBMIT INTERIOR DOORS,15,4,11,4/2/2025 08:00,4/2/2025 08:00,4/2/2025 08:00,4/22/2025 16:00,4/22/2025 16:00,4/22/2025 16:00,109,0,Task Dependent,BUYOUT-180,REV/APP-300,REV/APP-300: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-400,Completed,TWNU07.3.3,SUBMIT ELECTRICAL PANELS,15,0,20,12/18/2024 08:00,12/18/2024 08:00,12/18/2024 08:00,1/7/2025 16:00,1/7/2025 16:00,1/14/2025 16:00,,,Task Dependent,BUYOUT-190,REV/APP-310,REV/APP-310: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-420,Completed,TWNU07.3.3,SUBMIT ENTRANCES AND STOREFRONTS,15,0,72,12/18/2024 08:00,12/18/2024 08:00,12/18/2024 08:00,1/7/2025 16:00,1/7/2025 16:00,3/27/2025 16:00,,,Task Dependent,BUYOUT-30,REV/APP-330,REV/APP-330: FF 10,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-550,Completed,TWNU07.3.3,SUBMIT BALCONY SLIDERS,30,0,51,12/18/2024 08:00,12/18/2024 08:00,12/18/2024 08:00,1/28/2025 16:00,1/28/2025 16:00,2/26/2025 16:00,,,Task Dependent,BUYOUT-30,REV/APP-560,REV/APP-560: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-430,In Progress,TWNU07.3.3,SUBMIT HARDWARE,15,4,11,4/2/2025 08:00,4/2/2025 08:00,4/2/2025 08:00,4/22/2025 16:00,4/22/2025 16:00,4/22/2025 16:00,184,0,Task Dependent,BUYOUT-220,REV/APP-340,REV/APP-340: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-440,In Progress,TWNU07.3.3,SUBMIT MIRRORS,15,4,11,4/2/2025 08:00,4/2/2025 08:00,4/2/2025 08:00,4/22/2025 16:00,4/22/2025 16:00,4/22/2025 16:00,179,0,Task Dependent,BUYOUT-230,REV/APP-350,REV/APP-350: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-450,In Progress,TWNU07.3.3,SUBMIT BUILDING INSULATION,15,4,11,4/2/2025 08:00,4/2/2025 08:00,4/2/2025 08:00,4/22/2025 16:00,4/22/2025 16:00,4/22/2025 16:00,16,0,Task Dependent,BUYOUT-120,REV/APP-360,REV/APP-360: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-460,In Progress,TWNU07.3.3,SUBMIT STUCCO,15,3,54,1/31/2025 08:00,1/31/2025 08:00,1/31/2025 08:00,2/20/2025 16:00,2/20/2025 16:00,4/21/2025 16:00,52,0,Task Dependent,BUYOUT-130,REV/APP-370,REV/APP-370: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-470,Completed,TWNU07.3.3,SUBMIT METAL ROOFING / MEMBRANE FLAT ROOFING / GUTTERS & DOWNSPOUTS,15,0,54,1/17/2025 08:00,1/17/2025 08:00,1/17/2025 08:00,2/6/2025 16:00,2/6/2025 16:00,4/2/2025 16:00,,,Task Dependent,BUYOUT-150,REV/APP-380,REV/APP-380: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-500,Completed,TWNU07.3.3,SUBMIT PRE-ENGINEERED TRUSSES,15,0,71,11/18/2024 08:00,11/18/2024 08:00,11/18/2024 08:00,12/6/2024 16:00,12/6/2024 16:00,2/25/2025 08:00,,,Task Dependent,BUYOUT-110,REV/APP-410,REV/APP-410: FF 10,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-580,Completed,TWNU07.3.3,SUBMIT METAL STAIRS & ALUMINUM RAILINGS,30,0,75,11/13/2024 08:00,11/13/2024 08:00,11/13/2024 08:00,12/24/2024 16:00,12/24/2024 16:00,2/25/2025 16:00,,,Task Dependent,BUYOUT-60,REV/APP-590,REV/APP-590: FF 10,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-510,In Progress,TWNU07.3.3,SUBMIT METAL AWNINGS,15,3,111,11/13/2024 08:00,11/13/2024 08:00,11/13/2024 08:00,12/3/2024 16:00,12/3/2024 16:00,4/21/2025 16:00,87,0,Task Dependent,BUYOUT-100,REV/APP-420,REV/APP-420: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-120,Completed,TWNU07.3.3,SUBMIT FOUNDATION REBAR,10,0,22,11/20/2024 08:00,11/20/2024 08:00,11/20/2024 08:00,12/3/2024 16:00,12/3/2024 16:00,12/19/2024 16:00,,,Task Dependent,BUYOUT-410,REV/APP-20,REV/APP-20: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-590,Completed,TWNU07.3.3,SUBMIT HVAC AHUs,30,0,18,11/25/2024 08:00,11/25/2024 08:00,11/25/2024 08:00,1/3/2025 16:00,1/3/2025 16:00,12/18/2024 16:00,,,Task Dependent,BUYOUT-90,REV/APP-600,REV/APP-600: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-530,Completed,TWNU07.3.3,SUBMIT HVAC EQUIPMENT (inc. CONDENSERS/ RTUs),20,0,20,11/20/2024 08:00,11/20/2024 08:00,11/20/2024 08:00,12/17/2024 16:00,12/17/2024 16:00,12/18/2024 08:00,,,Task Dependent,BUYOUT-70,"REV/APP-530, REV/APP-650","REV/APP-530: FS, REV/APP-650: FS",,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-560,In Progress,TWNU07.3.3,SUBMIT LOUVERS,30,3,104,11/22/2024 08:00,11/22/2024 08:00,11/22/2024 08:00,1/2/2025 16:00,1/2/2025 16:00,4/21/2025 16:00,250,0,Task Dependent,BUYOUT-50,REV/APP-570,REV/APP-570: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-600,Completed,TWNU07.3.3,SUBMIT PLUMBING / DOMESTIC PUMP,30,0,25,11/22/2024 08:00,11/22/2024 08:00,11/22/2024 08:00,1/2/2025 16:00,1/2/2025 16:00,12/26/2024 16:00,,,Task Dependent,BUYOUT-80,REV/APP-610,REV/APP-610: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-610,Completed,TWNU07.3.3,SUBMIT FIRE SPRINKLER SYSTEM,30,0,94,11/11/2024 08:00,11/11/2024 08:00,11/11/2024 08:00,12/20/2024 16:00,12/20/2024 16:00,3/21/2025 08:00,,,Task Dependent,BUYOUT-40,REV/APP-620,REV/APP-620: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-570,Completed,TWNU07.3.3,SUBMIT FIRE PUMP,30,0,94,11/11/2024 08:00,11/11/2024 08:00,11/9/2024 08:00,12/20/2024 16:00,12/20/2024 16:00,3/21/2025 08:00,,,Task Dependent,BUYOUT-40,REV/APP-580,REV/APP-580: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-10,Completed,TWNU07.3.3,SUBMIT REBAR LV.1,20,0,60,11/20/2024 08:00,11/20/2024 08:00,11/20/2024 08:00,12/17/2024 16:00,12/17/2024 16:00,2/11/2025 16:00,,,Task Dependent,BUYOUT-410,REV/APP-430,REV/APP-430: FF,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-20,Completed,TWNU07.3.3,SUBMIT REBAR LV.2,20,0,38,11/20/2024 08:00,11/20/2024 08:00,11/20/2024 08:00,12/17/2024 16:00,12/17/2024 16:00,1/10/2025 16:00,,,Task Dependent,BUYOUT-410,REV/APP-440,REV/APP-440: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-30,Completed,TWNU07.3.3,SUBMIT REBAR LV.3,20,0,55,11/20/2024 08:00,11/20/2024 08:00,11/20/2024 08:00,12/17/2024 16:00,12/17/2024 16:00,2/4/2025 16:00,,,Task Dependent,BUYOUT-410,REV/APP-450,REV/APP-450: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-40,Completed,TWNU07.3.3,SUBMIT CMU LV.1,23,0,42,11/20/2024 08:00,11/20/2024 08:00,11/20/2024 08:00,12/20/2024 16:00,12/20/2024 16:00,1/16/2025 16:00,,,Task Dependent,BUYOUT-390,REV/APP-460,REV/APP-460: FF,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-50,Completed,TWNU07.3.3,SUBMIT CMU LV.2,23,0,42,11/20/2024 08:00,11/20/2024 08:00,11/20/2024 08:00,12/20/2024 16:00,12/20/2024 16:00,1/16/2025 16:00,,,Task Dependent,BUYOUT-390,REV/APP-470,REV/APP-470: FF,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-60,Completed,TWNU07.3.3,SUBMIT CMU LV.3,23,0,42,11/20/2024 08:00,11/20/2024 08:00,11/20/2024 08:00,12/20/2024 16:00,12/20/2024 16:00,1/16/2025 16:00,,,Task Dependent,BUYOUT-390,REV/APP-480,REV/APP-480: FF,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-70,Completed,TWNU07.3.3,SUBMIT STRUCTURAL STEEL LV.1,23,0,50,11/20/2024 08:00,11/20/2024 08:00,11/20/2024 08:00,12/20/2024 16:00,12/20/2024 16:00,1/28/2025 16:00,,,Task Dependent,BUYOUT-400,REV/APP-490,REV/APP-490: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-80,Completed,TWNU07.3.3,SUBMIT STRUCTURAL STEEL LV.2,23,0,50,11/20/2024 08:00,11/20/2024 08:00,11/20/2024 08:00,12/20/2024 16:00,12/20/2024 16:00,1/28/2025 16:00,,,Task Dependent,BUYOUT-400,REV/APP-500,REV/APP-500: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-90,Completed,TWNU07.3.3,SUBMIT STRUCTURAL STEEL LV.3,23,0,62,11/20/2024 08:00,11/20/2024 08:00,11/20/2024 08:00,12/20/2024 16:00,12/20/2024 16:00,2/13/2025 16:00,,,Task Dependent,BUYOUT-400,REV/APP-510,REV/APP-510: FF 10,,,,() Stand 5 Day Work w/ Basic Holidays,
SUBMIT-640,Completed,TWNU07.3.3,SUBMIT GREASE TRAP,15,0,33,10/30/2024 08:00,10/30/2024 08:00,10/30/2024 08:00,11/19/2024 16:00,11/19/2024 16:00,12/13/2024 16:00,,,Task Dependent,BUYOUT-430,REV/APP-640,REV/APP-640: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
REV/APP-630,In Progress,TWNU07.3.4,A/E REVIEW & APPROVE WINDOWS,10,3,37,2/25/2025 08:00,2/25/2025 08:00,2/25/2025 08:00,3/10/2025 16:00,3/10/2025 16:00,4/21/2025 16:00,-15,0,Task Dependent,SUBMIT-630,FAB/DEL-630,FAB/DEL-630: FS,,,,5D w/Hol 1222-1226,
REV/APP-30,Completed,TWNU07.3.4,A/E REVIEW & APPROVE SWITCHGEAR,10,0,14,1/15/2025 08:00,1/15/2025 08:00,1/15/2025 08:00,1/28/2025 16:00,1/28/2025 16:00,2/3/2025 16:00,,,Task Dependent,SUBMIT-130,FAB/DEL-490,FAB/DEL-490: FF 199,,,,() Stand 5 Day Work w/ Basic Holidays,
REV/APP-40,Completed,TWNU07.3.4,A/E REVIEW & APPROVE METER CANS,10,0,14,1/15/2025 08:00,1/15/2025 08:00,1/15/2025 08:00,1/28/2025 16:00,1/28/2025 16:00,2/3/2025 16:00,,,Task Dependent,SUBMIT-140,FAB/DEL-500,FAB/DEL-500: FF 159,,,,() Stand 5 Day Work w/ Basic Holidays,
REV/APP-50,Completed,TWNU07.3.4,A/E REVIEW & APPROVE GENERATOR,10,0,14,1/14/2025 08:00,1/14/2025 08:00,1/15/2025 08:00,1/27/2025 16:00,1/27/2025 16:00,2/3/2025 16:00,,,Task Dependent,SUBMIT-150,FAB/DEL-510,FAB/DEL-510: FF 104,,,,() Stand 5 Day Work w/ Basic Holidays,
REV/APP-70,Not Started,TWNU07.3.4,A/E REVIEW & APPROVE FIRE ALARM SYSTEM,10,10,0,4/22/2025 08:00,4/22/2025 08:00,4/22/2025 08:00,5/5/2025 16:00,5/5/2025 16:00,5/5/2025 16:00,180,0,Task Dependent,SUBMIT-160,FAB/DEL-120,FAB/DEL-120: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
REV/APP-80,Not Started,TWNU07.3.4,A/E REVIEW & APPROVE VOICE/DATA/COAX,10,10,0,4/22/2025 08:00,4/22/2025 08:00,4/22/2025 08:00,5/5/2025 16:00,5/5/2025 16:00,5/5/2025 16:00,185,0,Task Dependent,SUBMIT-170,FAB/DEL-130,FAB/DEL-130: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
REV/APP-90,Not Started,TWNU07.3.4,A/E REVIEW & APPROVE CCTV,10,10,0,4/22/2025 08:00,4/22/2025 08:00,4/22/2025 08:00,5/5/2025 16:00,5/5/2025 16:00,5/5/2025 16:00,185,0,Task Dependent,SUBMIT-180,FAB/DEL-140,FAB/DEL-140: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
REV/APP-100,Not Started,TWNU07.3.4,A/E REVIEW & APPROVE ACCESS CONTROL,10,10,0,4/22/2025 08:00,4/22/2025 08:00,4/22/2025 08:00,5/5/2025 16:00,5/5/2025 16:00,5/5/2025 16:00,185,0,Task Dependent,SUBMIT-190,FAB/DEL-150,FAB/DEL-150: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
REV/APP-110,Not Started,TWNU07.3.4,A/E REVIEW & APPROVE AUDIO/VISUAL,10,10,0,4/22/2025 08:00,4/22/2025 08:00,4/22/2025 08:00,5/5/2025 16:00,5/5/2025 16:00,5/5/2025 16:00,185,0,Task Dependent,SUBMIT-200,FAB/DEL-160,FAB/DEL-160: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
REV/APP-120,Not Started,TWNU07.3.4,A/E REVIEW & APPROVE SECURITY SYSTEMS,10,10,0,4/22/2025 08:00,4/22/2025 08:00,4/22/2025 08:00,5/5/2025 16:00,5/5/2025 16:00,5/5/2025 16:00,185,0,Task Dependent,SUBMIT-210,FAB/DEL-170,FAB/DEL-170: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
REV/APP-130,Not Started,TWNU07.3.4,A/E REVIEW & APPROVE INTERIOR LIGHT FIXTURES,10,10,0,4/22/2025 08:00,4/22/2025 08:00,4/22/2025 08:00,5/5/2025 16:00,5/5/2025 16:00,5/5/2025 16:00,180,0,Task Dependent,SUBMIT-220,FAB/DEL-180,FAB/DEL-180: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
REV/APP-10,Not Started,TWNU07.3.4,A/E REVIEW & APPROVE EXTERIOR LIGHT FIXTURES,10,10,0,4/22/2025 08:00,4/22/2025 08:00,4/22/2025 08:00,5/5/2025 16:00,5/5/2025 16:00,5/5/2025 16:00,107,0,Task Dependent,SUBMIT-110,FAB/DEL-10,FAB/DEL-10: FS,,,,() Stand 5 Day Work w/ Basic Holidays,
