task_code,status_code,wbs_id,task_name,target_drtn_hr_cnt,remain_drtn_hr_cnt,act_drtn_hr_cnt,primary_base_start_date,target_start_date,start_date,primary_base_end_date,target_end_date,end_date,remain_float_hr_cnt,free_float_hr_cnt,task_type,pred_list,succ_list,succ_details,resource_list,cstr_type,cstr_type2,clndr_id,delete_record_flag
Activity ID,Activity Status,WBS Code,Activity Name,Original Duration(d),Remaining Duration(d),(*)Actual Duration(d),(*)BL1 Start,(*)Planned Start,(*)Start,(*)BL1 Finish,(*)Planned Finish,(*)Finish,(*)Remaining Float(d),(*)Free Float(d),(*)Activity Type,(*)Predecessors,(*)Successors,(*)Successor Details,(*)Resources,Primary Constraint,Secondary Constraint,Calendar Name,Delete This Row
P2-01U-FIN-270,Not Started,TWNU07.8.6.8.5,OWNER ACCEPTANCE / TURNOVER UNITS,1,1,0,2/2/2026 08:00,2/2/2026 08:00,2/2/2026 08:00,2/2/2026 16:00,2/2/2026 16:00,2/2/2026 16:00,52,98,Task Dependent,P2-01U-FIN-260,"FM-P1B-GTURN, FM-P2B-GTURN","FM-P1B-GTURN: FS, FM-P2B-GTURN: FF",,,,5D w/Hol 1222-1226,
P2-01U-FIN-125,Not Started,TWNU07.8.6.8.5,INSTALL MAJOR APPLIANCES,5,5,0,1/6/2026 08:00,1/6/2026 08:00,1/6/2026 08:00,1/12/2026 16:00,1/12/2026 16:00,1/12/2026 16:00,49,2,Task Dependent,"P2-01U-FIN-120, FAB/DEL-230",P2-01U-FIN-210,P2-01U-FIN-210: FS,,,,5D w/Hol 1222-1226,
P2-01U-FIN-280,Not Started,TWNU07.8.6.8.5,INSTALL WINDOW TREATMENTS,1,1,0,1/22/2026 08:00,1/22/2026 08:00,1/22/2026 08:00,1/22/2026 16:00,1/22/2026 16:00,1/22/2026 16:00,47,0,Task Dependent,"P2-01U-FIN-220, FAB/DEL-210",P2-01U-FIN-240,P2-01U-FIN-240: FS,,,,5D w/Hol 1222-1226,
P2-01U-FIN-290,Not Started,TWNU07.8.6.8.5,INSTALL DOOR HARDWARE,2,2,0,1/13/2026 08:00,1/13/2026 08:00,1/13/2026 08:00,1/14/2026 16:00,1/14/2026 16:00,1/14/2026 16:00,47,0,Task Dependent,"P2-01U-FIN-190, FAB/DEL-390, P2-01U-FIN-300",P2-01U-FIN-210,P2-01U-FIN-210: FS,,,,5D w/Hol 1222-1226,
P2-01U-FIN-300,Not Started,TWNU07.8.6.8.5,INSTALL MIRRORS,2,2,0,1/9/2026 08:00,1/9/2026 08:00,1/9/2026 08:00,1/12/2026 16:00,1/12/2026 16:00,1/12/2026 16:00,47,0,Task Dependent,"P2-01U-FIN-170, FAB/DEL-400",P2-01U-FIN-290,P2-01U-FIN-290: FS,,,,5D w/Hol 1222-1226,
P2-01C-FIN-10,Not Started,TWNU07.8.6.8.5.3,HANG DRYWALL AT CORRIDOR,7,7,0,11/20/2025 08:00,11/20/2025 08:00,11/20/2025 08:00,12/2/2025 16:00,12/2/2025 16:00,12/2/2025 16:00,58,0,Task Dependent,"P2-01C-FIN-20, P2-01U-FIN-10, P1B-03C-FIN-10, P2-ROOF-70","P2-01C-FIN-30, P2-02C-FIN-10","P2-01C-FIN-30: FF 10, P2-02C-FIN-10: FF 5",,,,5D w/Hol 1222-1226,
P2-01C-FIN-30,Not Started,TWNU07.8.6.8.5.3,FINISH DRYWALL AT CORRIDOR,7,7,0,12/8/2025 08:00,12/8/2025 08:00,12/8/2025 08:00,12/16/2025 16:00,12/16/2025 16:00,12/16/2025 16:00,67,0,Task Dependent,P2-01C-FIN-10,P2-01C-FIN-40,P2-01C-FIN-40: FS,,,,5D w/Hol 1222-1226,
P2-01C-FIN-40,Not Started,TWNU07.8.6.8.5.3,PRIME PAINT DRYWALL AT CORRIDOR,2,2,0,12/17/2025 08:00,12/17/2025 08:00,12/17/2025 08:00,12/18/2025 16:00,12/18/2025 16:00,12/18/2025 16:00,67,11,Task Dependent,P2-01C-FIN-30,"P2-01C-FIN-80, P2-01C-FIN-60, P2-01C-FIN-70, P2-01C-FIN-50","P2-01C-FIN-80: FS, P2-01C-FIN-60: FS, P2-01C-FIN-70: FS, P2-01C-FIN-50: FS",,,,5D w/Hol 1222-1226,
P2-01C-FIN-20,Not Started,TWNU07.8.6.8.5.3,INSULATE AT CORRIDOR,1,1,0,11/24/2025 08:00,11/24/2025 08:00,11/24/2025 08:00,11/24/2025 16:00,11/24/2025 16:00,11/24/2025 16:00,58,0,Task Dependent,,P2-01C-FIN-10,P2-01C-FIN-10: FF 4,,As Late As Possible,,5D w/Hol 1222-1226,
P2-01C-FIN-90,Not Started,TWNU07.8.6.8.5.3,INSTALL FLOORING & BASE AT CORRIDOR,2,2,0,1/27/2026 08:00,1/27/2026 08:00,1/27/2026 08:00,1/28/2026 16:00,1/28/2026 16:00,1/28/2026 16:00,47,0,Task Dependent,"P2-01C-FIN-80, P2-01C-FIN-50, P2-01C-FIN-60, P2-01C-FIN-70, P2-01U-FIN-240, P2-01C-FIN-160","P2-01C-FIN-100, P2-FINBLDG","P2-01C-FIN-100: FF 2, P2-FINBLDG: FS",,,,5D w/Hol 1222-1226,
P2-01C-FIN-50,Not Started,TWNU07.8.6.8.5.3,FIRE SPRINKLER TRIM AT CORRIDOR,2,2,0,1/8/2026 08:00,1/8/2026 08:00,1/8/2026 08:00,1/9/2026 16:00,1/9/2026 16:00,1/9/2026 16:00,58,11,Task Dependent,"P2-01C-FIN-40, P2-01U-FIN-160",P2-01C-FIN-90,P2-01C-FIN-90: FS,,,,5D w/Hol 1222-1226,
P2-01C-FIN-60,Not Started,TWNU07.8.6.8.5.3,HVAC TRIM AT CORRIDOR,2,2,0,1/8/2026 08:00,1/8/2026 08:00,1/8/2026 08:00,1/9/2026 16:00,1/9/2026 16:00,1/9/2026 16:00,58,11,Task Dependent,"P2-01C-FIN-40, P2-01U-FIN-130",P2-01C-FIN-90,P2-01C-FIN-90: FS,,,,5D w/Hol 1222-1226,
P2-01C-FIN-70,Not Started,TWNU07.8.6.8.5.3,ELECTRICAL / FA TRIM  AT CORRIDOR,2,2,0,1/8/2026 08:00,1/8/2026 08:00,1/8/2026 08:00,1/9/2026 16:00,1/9/2026 16:00,1/9/2026 16:00,56,0,Task Dependent,"P2-01C-FIN-40, P2-01U-FIN-190","P2-01C-FIN-90, P2-01C-FIN-160","P2-01C-FIN-90: FS, P2-01C-FIN-160: FS",,,,5D w/Hol 1222-1226,
P2-01C-FIN-80,Not Started,TWNU07.8.6.8.5.3,LOW VOLTAGE TRIM AT CORRIDOR,2,2,0,1/8/2026 08:00,1/8/2026 08:00,1/8/2026 08:00,1/9/2026 16:00,1/9/2026 16:00,1/9/2026 16:00,58,11,Task Dependent,"P2-01C-FIN-40, P2-01U-FIN-200",P2-01C-FIN-90,P2-01C-FIN-90: FS,,,,5D w/Hol 1222-1226,
P2-01C-FIN-100,Not Started,TWNU07.8.6.8.5.3,SECOND FINAL PAINT,2,2,0,1/29/2026 08:00,1/29/2026 08:00,1/29/2026 08:00,1/30/2026 16:00,1/30/2026 16:00,1/30/2026 16:00,47,0,Task Dependent,P2-01C-FIN-90,"P2-01C-FIN-110, P2-01C-FIN-150","P2-01C-FIN-110: FS, P2-01C-FIN-150: FS",,,,5D w/Hol 1222-1226,
P2-01C-FIN-110,Not Started,TWNU07.8.6.8.5.3,GC PUNCH CORRIDOR,2,2,0,2/2/2026 08:00,2/2/2026 08:00,2/2/2026 08:00,2/3/2026 16:00,2/3/2026 16:00,2/3/2026 16:00,47,0,Task Dependent,"P2-01C-FIN-100, P2-01C-FIN-150",P2-01C-FIN-120,P2-01C-FIN-120: FS,,,,5D w/Hol 1222-1226,
P2-01C-FIN-120,Not Started,TWNU07.8.6.8.5.3,OWNER WALK CORRIDOR,1,1,0,2/4/2026 08:00,2/4/2026 08:00,2/4/2026 08:00,2/4/2026 16:00,2/4/2026 16:00,2/4/2026 16:00,47,0,Task Dependent,P2-01C-FIN-110,P2-01C-FIN-130,P2-01C-FIN-130: FS,,,,5D w/Hol 1222-1226,
P2-01C-FIN-130,Not Started,TWNU07.8.6.8.5.3,OWNER PUNCH CORRIDOR,2,2,0,2/5/2026 08:00,2/5/2026 08:00,2/5/2026 08:00,2/6/2026 16:00,2/6/2026 16:00,2/6/2026 16:00,47,0,Task Dependent,P2-01C-FIN-120,P2-01C-FIN-140,P2-01C-FIN-140: FS,,,,5D w/Hol 1222-1226,
P2-01C-FIN-140,Not Started,TWNU07.8.6.8.5.3,OWNER ACCEPTANCE / TURNOVER CORRIDOR,1,1,0,2/9/2026 08:00,2/9/2026 08:00,2/9/2026 08:00,2/9/2026 16:00,2/9/2026 16:00,2/9/2026 16:00,47,93,Task Dependent,P2-01C-FIN-130,"FM-P1B-GTURN, FM-P2B-GTURN","FM-P1B-GTURN: FS, FM-P2B-GTURN: FF",,,,5D w/Hol 1222-1226,
P2-01C-FIN-150,Not Started,TWNU07.8.6.8.5.3,OWNER INSTALL SIGNAGE AT CORRIDOR,1,1,0,2/2/2026 08:00,2/2/2026 08:00,2/2/2026 08:00,2/2/2026 16:00,2/2/2026 16:00,2/2/2026 16:00,48,1,Task Dependent,"P2-01C-FIN-100, FAB/DEL-240",P2-01C-FIN-110,P2-01C-FIN-110: FF,,,,5D w/Hol 1222-1226,
P2-01C-FIN-160,Not Started,TWNU07.8.6.8.5.3,INSTALL FIRE EXTINGUISHER CABINETS  AT CORRIDOR,2,2,0,1/12/2026 08:00,1/12/2026 08:00,1/12/2026 08:00,1/13/2026 16:00,1/13/2026 16:00,1/13/2026 16:00,56,9,Task Dependent,P2-01C-FIN-70,P2-01C-FIN-90,P2-01C-FIN-90: FS,,,,5D w/Hol 1222-1226,
P2-02U-FIN-10,Not Started,TWNU07.8.6.8.4,HANG DRYWALL,7,7,0,12/1/2025 08:00,12/1/2025 08:00,12/1/2025 08:00,12/9/2025 16:00,12/9/2025 16:00,12/9/2025 16:00,-43,0,Task Dependent,"P2-02U-FIN-20, P2-01U-FIN-10, FM-P2-EXT-DRY, P2-EXT-02-10, P2-EXT-02-20, FAB/DEL-290, FM-P2-OHD-DRY","P2-02U-FIN-30, P2-03U-FIN-10, P2-02C-FIN-10","P2-02U-FIN-30: FF 4, P2-03U-FIN-10: FF 4, P2-02C-FIN-10: FF",,,,5D w/Hol 1222-1226,
P2-02U-FIN-30,Not Started,TWNU07.8.6.8.4,FINISH DRYWALL,7,7,0,12/5/2025 08:00,12/5/2025 08:00,12/5/2025 08:00,12/15/2025 16:00,12/15/2025 16:00,12/15/2025 16:00,-43,0,Task Dependent,"P2-02U-FIN-10, P2-01U-FIN-30","P2-02U-FIN-40, P2-03U-FIN-30, P2-EXT-02-30","P2-02U-FIN-40: FS , P2-03U-FIN-30: FF 4, P2-EXT-02-30: FS",,,,5D w/Hol 1222-1226,
P2-02U-FIN-40,Not Started,TWNU07.8.6.8.4,PRIME PAINT DRYWALL,2,2,0,12/16/2025 08:00,12/16/2025 08:00,12/16/2025 08:00,12/17/2025 16:00,12/17/2025 16:00,12/17/2025 16:00,14,0,Task Dependent,"P2-02U-FIN-30, FAB/DEL-330","P2-02U-FIN-60, P2-02U-FIN-50","P2-02U-FIN-60: FS , P2-02U-FIN-50: FS",,,,5D w/Hol 1222-1226,
P2-02U-FIN-60,Not Started,TWNU07.8.6.8.4,INSTALL LVT FLOORING (* FIRST FLOOR MOISTURE TEST,3,3,0,12/23/2025 08:00,12/23/2025 08:00,12/23/2025 08:00,12/29/2025 16:00,12/29/2025 16:00,12/29/2025 16:00,14,0,Task Dependent,"P2-02U-FIN-40, P2-02U-FIN-50, FAB/DEL-310","P2-02U-FIN-70, P2-D2-STAIRS-40","P2-02U-FIN-70: FF 2, P2-D2-STAIRS-40: FS",,,,5D w/Hol 1222-1226,
P2-02U-FIN-70,Not Started,TWNU07.8.6.8.4,INSTALL DOORS AND TRIM/ BASE,3,3,0,12/29/2025 08:00,12/29/2025 08:00,12/29/2025 08:00,12/31/2025 16:00,12/31/2025 16:00,12/31/2025 16:00,14,0,Task Dependent,"P2-02U-FIN-60, FAB/DEL-340, FAB/DEL-350","P2-02U-FIN-90, P2-02U-FIN-80","P2-02U-FIN-90: FS , P2-02U-FIN-80: FF 2",,,,5D w/Hol 1222-1226,
P2-02U-FIN-90,Not Started,TWNU07.8.6.8.4,INSTALL MILLWORK & TOPS,4,4,0,1/5/2026 08:00,1/5/2026 08:00,1/5/2026 08:00,1/8/2026 16:00,1/8/2026 16:00,1/8/2026 16:00,14,0,Task Dependent,"P2-02U-FIN-70, P2-02U-FIN-80, FAB/DEL-190","P2-02U-FIN-110, P2-02U-FIN-170, P2-02U-FIN-120","P2-02U-FIN-110: FS, P2-02U-FIN-170: FS, P2-02U-FIN-120: FF 2",,,,5D w/Hol 1222-1226,
P2-02U-FIN-80,Not Started,TWNU07.8.6.8.4,FINAL PAINT 1ST COAT,3,3,0,12/31/2025 08:00,12/31/2025 08:00,12/31/2025 08:00,1/5/2026 16:00,1/5/2026 16:00,1/5/2026 16:00,14,0,Task Dependent,P2-02U-FIN-70,"P2-02U-FIN-170, P2-02U-FIN-140, P2-02U-FIN-90, P2-02U-FIN-100","P2-02U-FIN-170: FS , P2-02U-FIN-140: FS , P2-02U-FIN-90: FF 3, P2-02U-FIN-100: FF 2",,,,5D w/Hol 1222-1226,
P2-02U-FIN-170,Not Started,TWNU07.8.6.8.4,PLUMBING TRIM / MINOR APPLIANCES,3,3,0,1/13/2026 08:00,1/13/2026 08:00,1/13/2026 08:00,1/15/2026 16:00,1/15/2026 16:00,1/15/2026 16:00,42,0,Task Dependent,"P2-02U-FIN-80, P2-02U-FIN-90, P2-02U-FIN-110, FAB/DEL-280","P2-02U-FIN-210, P2-FINBLDG, P2-02U-FIN-300","P2-02U-FIN-210: FS, P2-FINBLDG: FS, P2-02U-FIN-300: FS",,,,5D w/Hol 1222-1226,
P2-02U-FIN-140,Not Started,TWNU07.8.6.8.4,FIRE SPRINKLER TRIM,2,2,0,1/13/2026 08:00,1/13/2026 08:00,1/13/2026 08:00,1/14/2026 16:00,1/14/2026 16:00,1/14/2026 16:00,47,0,Task Dependent,"P2-02U-FIN-80, P2-02U-FIN-110","P2-02U-FIN-210, P2-02C-FIN-50","P2-02U-FIN-210: FS, P2-02C-FIN-50: FS",,,,5D w/Hol 1222-1226,
P2-02U-FIN-130,Not Started,TWNU07.8.6.8.4,HVAC TRIM,2,2,0,1/13/2026 08:00,1/13/2026 08:00,1/13/2026 08:00,1/14/2026 16:00,1/14/2026 16:00,1/14/2026 16:00,14,0,Task Dependent,"P2-02U-FIN-110, P2-ROOF-50, P2-ROOF-60","P2-02U-FIN-190, P2-02U-FIN-200, P2-02U-FIN-180, P2-02C-FIN-60","P2-02U-FIN-190: FS , P2-02U-FIN-200: FS , P2-02U-FIN-180: FS, P2-02C-FIN-60: FS",,,,5D w/Hol 1222-1226,
P2-02U-FIN-190,Not Started,TWNU07.8.6.8.4,ELECTRICAL / FA TRIM,2,2,0,1/15/2026 08:00,1/15/2026 08:00,1/15/2026 08:00,1/16/2026 16:00,1/16/2026 16:00,1/16/2026 16:00,43,0,Task Dependent,"P2-02U-FIN-130, P2-02U-FIN-120, P2-02U-FIN-100, FAB/DEL-120, FAB/DEL-180","P2-02U-FIN-210, P2-FINBLDG, P2-02C-FIN-70, P2-02U-FIN-290","P2-02U-FIN-210: FS, P2-FINBLDG: FS, P2-02C-FIN-70: FF, P2-02U-FIN-290: FS",,,,5D w/Hol 1222-1226,
P2-02U-FIN-200,Not Started,TWNU07.8.6.8.4,LOW VOLTAGE TRIM,2,2,0,1/15/2026 08:00,1/15/2026 08:00,1/15/2026 08:00,1/16/2026 16:00,1/16/2026 16:00,1/16/2026 16:00,45,0,Task Dependent,"P2-02U-FIN-130, FAB/DEL-130, FAB/DEL-140, FAB/DEL-150, FAB/DEL-160, FAB/DEL-170","P2-02U-FIN-210, P2-FINBLDG, P2-02C-FIN-80","P2-02U-FIN-210: FS, P2-FINBLDG: FS, P2-02C-FIN-80: FF",,,,5D w/Hol 1222-1226,
P2-02U-FIN-180,Not Started,TWNU07.8.6.8.4,HVAC STARTUP,2,2,0,1/15/2026 08:00,1/15/2026 08:00,1/15/2026 08:00,1/16/2026 16:00,1/16/2026 16:00,1/16/2026 16:00,14,3,Task Dependent,"P2-02U-FIN-130, P2-ROOF-80","P2-02U-FIN-210, P2-FINBLDG, CLOSEOUT-10","P2-02U-FIN-210: FS, P2-FINBLDG: FS, CLOSEOUT-10: FS",,,,5D w/Hol 1222-1226,
P2-02U-FIN-20,Not Started,TWNU07.8.6.8.4,INSULATE,1,1,0,12/3/2025 08:00,12/3/2025 08:00,12/3/2025 08:00,12/3/2025 16:00,12/3/2025 16:00,12/3/2025 16:00,-43,0,Task Dependent,"P2-02-RI-90, P2-02-RI-150, FAB/DEL-410",P2-02U-FIN-10,P2-02U-FIN-10: FF 4,,As Late As Possible,,5D w/Hol 1222-1226,
P2-02U-FIN-50,Not Started,TWNU07.8.6.8.4,INSTALL BATHROOM FLOOR & WALL TILE,4,4,0,12/18/2025 08:00,12/18/2025 08:00,12/18/2025 08:00,12/23/2025 16:00,12/23/2025 16:00,12/23/2025 16:00,14,0,Task Dependent,"P2-02U-FIN-40, FAB/DEL-300",P2-02U-FIN-60,P2-02U-FIN-60: FF 2,,,,5D w/Hol 1222-1226,
P2-02U-FIN-110,Not Started,TWNU07.8.6.8.4,INSTALL TEMP LOCKS,2,2,0,1/9/2026 08:00,1/9/2026 08:00,1/9/2026 08:00,1/12/2026 16:00,1/12/2026 16:00,1/12/2026 16:00,14,0,Task Dependent,P2-02U-FIN-90,"P2-02U-FIN-150, P2-02U-FIN-160, P2-02U-FIN-140, P2-02U-FIN-130, P2-02U-FIN-170","P2-02U-FIN-150: FS, P2-02U-FIN-160: FS, P2-02U-FIN-140: FS, P2-02U-FIN-130: FS, P2-02U-FIN-170: FS",,,,5D w/Hol 1222-1226,
P2-02U-FIN-150,Not Started,TWNU07.8.6.8.4,INSTALL WATER HEATERS,2,2,0,1/13/2026 08:00,1/13/2026 08:00,1/13/2026 08:00,1/14/2026 16:00,1/14/2026 16:00,1/14/2026 16:00,47,5,Task Dependent,P2-02U-FIN-110,P2-02U-FIN-210,P2-02U-FIN-210: FS,,,,5D w/Hol 1222-1226,
P2-02U-FIN-160,Not Started,TWNU07.8.6.8.4,INSTALL AHUs,2,2,0,1/13/2026 08:00,1/13/2026 08:00,1/13/2026 08:00,1/14/2026 16:00,1/14/2026 16:00,1/14/2026 16:00,47,5,Task Dependent,"P2-02U-FIN-110, FAB/DEL-560",P2-02U-FIN-210,P2-02U-FIN-210: FS,,,,5D w/Hol 1222-1226,
P2-02U-FIN-120,Not Started,TWNU07.8.6.8.4,INSTALL BACKSPLASH,3,3,0,1/8/2026 08:00,1/8/2026 08:00,1/8/2026 08:00,1/12/2026 16:00,1/12/2026 16:00,1/12/2026 16:00,44,0,Task Dependent,P2-02U-FIN-90,"P2-02U-FIN-190, P2-02U-FIN-125","P2-02U-FIN-190: FF 2, P2-02U-FIN-125: FS",,,,5D w/Hol 1222-1226,
P2-02U-FIN-100,Not Started,TWNU07.8.6.8.4,INSTALL CLOSET SHELVING,3,3,0,1/5/2026 08:00,1/5/2026 08:00,1/5/2026 08:00,1/7/2026 16:00,1/7/2026 16:00,1/7/2026 16:00,48,5,Task Dependent,P2-02U-FIN-80,P2-02U-FIN-190,P2-02U-FIN-190: FS,,,,5D w/Hol 1222-1226,
P2-02U-FIN-210,Not Started,TWNU07.8.6.8.4,ROUGH CLEAN,2,2,0,1/22/2026 08:00,1/22/2026 08:00,1/22/2026 08:00,1/23/2026 16:00,1/23/2026 16:00,1/23/2026 16:00,42,0,Task Dependent,"P2-02U-FIN-190, P2-02U-FIN-200, P2-02U-FIN-180, P2-02U-FIN-170, P2-02U-FIN-160, P2-02U-FIN-150, P2-02U-FIN-140, P2-02U-FIN-125, P2-02U-FIN-290","P2-02U-FIN-220, P2-02U-FIN-220","P2-02U-FIN-220: FS, P2-02U-FIN-220: FF",,,,5D w/Hol 1222-1226,
P2-02U-FIN-220,Not Started,TWNU07.8.6.8.4,SECOND FINAL PAINT,2,2,0,1/26/2026 08:00,1/26/2026 08:00,1/26/2026 08:00,1/27/2026 16:00,1/27/2026 16:00,1/27/2026 16:00,42,0,Task Dependent,"P2-02U-FIN-210, P2-02U-FIN-210","P2-02U-FIN-230, P2-FINBLDG, P2-02U-FIN-280","P2-02U-FIN-230: FS, P2-FINBLDG: FS, P2-02U-FIN-280: FS",,,,5D w/Hol 1222-1226,
P2-02U-FIN-230,Not Started,TWNU07.8.6.8.4,INSTALL CARPET,2,2,0,1/28/2026 08:00,1/28/2026 08:00,1/28/2026 08:00,1/29/2026 16:00,1/29/2026 16:00,1/29/2026 16:00,42,0,Task Dependent,"P2-02U-FIN-220, FAB/DEL-320",P2-02U-FIN-240,P2-02U-FIN-240: FS,,,,5D w/Hol 1222-1226,
P2-02U-FIN-240,Not Started,TWNU07.8.6.8.4,GC PUNCH UNITS,2,2,0,1/30/2026 08:00,1/30/2026 08:00,1/30/2026 08:00,2/2/2026 16:00,2/2/2026 16:00,2/2/2026 16:00,42,0,Task Dependent,"P2-02U-FIN-230, P2-02U-FIN-280","P2-02U-FIN-250, P2-02C-FIN-90","P2-02U-FIN-250: FS, P2-02C-FIN-90: FS",,,,5D w/Hol 1222-1226,
P2-02U-FIN-250,Not Started,TWNU07.8.6.8.4,OWNER WALK UNITS,1,1,0,2/3/2026 08:00,2/3/2026 08:00,2/3/2026 08:00,2/3/2026 16:00,2/3/2026 16:00,2/3/2026 16:00,47,0,Task Dependent,P2-02U-FIN-240,P2-02U-FIN-260,P2-02U-FIN-260: FS,,,,5D w/Hol 1222-1226,
P2-02U-FIN-260,Not Started,TWNU07.8.6.8.4,OWNER PUNCH UNITS,3,3,0,2/4/2026 08:00,2/4/2026 08:00,2/4/2026 08:00,2/6/2026 16:00,2/6/2026 16:00,2/6/2026 16:00,47,0,Task Dependent,P2-02U-FIN-250,P2-02U-FIN-270,P2-02U-FIN-270: FS,,,,5D w/Hol 1222-1226,
P2-02U-FIN-270,Not Started,TWNU07.8.6.8.4,OWNER ACCEPTANCE / TURNOVER UNITS,1,1,0,2/9/2026 08:00,2/9/2026 08:00,2/9/2026 08:00,2/9/2026 16:00,2/9/2026 16:00,2/9/2026 16:00,47,93,Task Dependent,P2-02U-FIN-260,"FM-P1B-GTURN, FM-P2B-GTURN","FM-P1B-GTURN: FS, FM-P2B-GTURN: FF",,,,5D w/Hol 1222-1226,
P2-02U-FIN-125,Not Started,TWNU07.8.6.8.4,INSTALL MAJOR APPLIANCES,5,5,0,1/13/2026 08:00,1/13/2026 08:00,1/13/2026 08:00,1/19/2026 16:00,1/19/2026 16:00,1/19/2026 16:00,44,2,Task Dependent,"P2-02U-FIN-120, FAB/DEL-230",P2-02U-FIN-210,P2-02U-FIN-210: FS,,,,5D w/Hol 1222-1226,
P2-02U-FIN-280,Not Started,TWNU07.8.6.8.4,INSTALL WINDOW TREATMENTS,2,2,0,1/28/2026 08:00,1/28/2026 08:00,1/28/2026 08:00,1/29/2026 16:00,1/29/2026 16:00,1/29/2026 16:00,42,0,Task Dependent,"P2-02U-FIN-220, FAB/DEL-210",P2-02U-FIN-240,P2-02U-FIN-240: FS,,,,5D w/Hol 1222-1226,
P2-02U-FIN-290,Not Started,TWNU07.8.6.8.4,INSTALL DOOR HARDWARE,2,2,0,1/20/2026 08:00,1/20/2026 08:00,1/20/2026 08:00,1/21/2026 16:00,1/21/2026 16:00,1/21/2026 16:00,42,0,Task Dependent,"P2-02U-FIN-190, FAB/DEL-390, P2-02U-FIN-300",P2-02U-FIN-210,P2-02U-FIN-210: FS,,,,5D w/Hol 1222-1226,
P2-02U-FIN-300,Not Started,TWNU07.8.6.8.4,INSTALL MIRRORS,2,2,0,1/16/2026 08:00,1/16/2026 08:00,1/16/2026 08:00,1/19/2026 16:00,1/19/2026 16:00,1/19/2026 16:00,42,0,Task Dependent,"P2-02U-FIN-170, FAB/DEL-400",P2-02U-FIN-290,P2-02U-FIN-290: FS,,,,5D w/Hol 1222-1226,
P2-02C-FIN-10,Not Started,TWNU07.8.6.8.4.6,HANG DRYWALL AT CORRIDOR,7,7,0,12/1/2025 08:00,12/1/2025 08:00,12/1/2025 08:00,12/9/2025 16:00,12/9/2025 16:00,12/9/2025 16:00,58,0,Task Dependent,"P2-02C-FIN-20, P2-02U-FIN-10, P2-01C-FIN-10, P2-ROOF-70","P2-02C-FIN-30, P2-03C-FIN-10","P2-02C-FIN-30: FF 10, P2-03C-FIN-10: FF 4",,,,5D w/Hol 1222-1226,
P2-02C-FIN-30,Not Started,TWNU07.8.6.8.4.6,FINISH DRYWALL AT CORRIDOR,7,7,0,12/15/2025 08:00,12/15/2025 08:00,12/15/2025 08:00,12/23/2025 16:00,12/23/2025 16:00,12/23/2025 16:00,62,0,Task Dependent,P2-02C-FIN-10,P2-02C-FIN-40,P2-02C-FIN-40: FS,,,,5D w/Hol 1222-1226,
P2-02C-FIN-40,Not Started,TWNU07.8.6.8.4.6,PRIME PAINT DRYWALL AT CORRIDOR,2,2,0,12/24/2025 08:00,12/24/2025 08:00,12/24/2025 08:00,12/29/2025 16:00,12/29/2025 16:00,12/29/2025 16:00,62,11,Task Dependent,P2-02C-FIN-30,"P2-02C-FIN-80, P2-02C-FIN-60, P2-02C-FIN-70, P2-02C-FIN-50","P2-02C-FIN-80: FS, P2-02C-FIN-60: FS, P2-02C-FIN-70: FS, P2-02C-FIN-50: FS",,,,5D w/Hol 1222-1226,
P2-02C-FIN-20,Not Started,TWNU07.8.6.8.4.6,INSULATE AT CORRIDOR,1,1,0,12/3/2025 08:00,12/3/2025 08:00,12/3/2025 08:00,12/3/2025 16:00,12/3/2025 16:00,12/3/2025 16:00,58,0,Task Dependent,,P2-02C-FIN-10,P2-02C-FIN-10: FF 4,,As Late As Possible,,5D w/Hol 1222-1226,
P2-02C-FIN-90,Not Started,TWNU07.8.6.8.4.6,INSTALL FLOORING & BASE AT CORRIDOR,2,2,0,2/3/2026 08:00,2/3/2026 08:00,2/3/2026 08:00,2/4/2026 16:00,2/4/2026 16:00,2/4/2026 16:00,42,0,Task Dependent,"P2-02C-FIN-80, P2-02C-FIN-50, P2-02C-FIN-60, P2-02C-FIN-70, P2-02U-FIN-240, P2-02C-FIN-160","P2-02C-FIN-100, P2-FINBLDG","P2-02C-FIN-100: FF 2, P2-FINBLDG: FS",,,,5D w/Hol 1222-1226,
P2-02C-FIN-50,Not Started,TWNU07.8.6.8.4.6,FIRE SPRINKLER TRIM AT CORRIDOR,2,2,0,1/15/2026 08:00,1/15/2026 08:00,1/15/2026 08:00,1/16/2026 16:00,1/16/2026 16:00,1/16/2026 16:00,53,11,Task Dependent,"P2-02C-FIN-40, P2-02U-FIN-140",P2-02C-FIN-90,P2-02C-FIN-90: FS,,,,5D w/Hol 1222-1226,
P2-02C-FIN-60,Not Started,TWNU07.8.6.8.4.6,HVAC TRIM AT CORRIDOR,2,2,0,1/15/2026 08:00,1/15/2026 08:00,1/15/2026 08:00,1/16/2026 16:00,1/16/2026 16:00,1/16/2026 16:00,53,11,Task Dependent,"P2-02C-FIN-40, P2-02U-FIN-130",P2-02C-FIN-90,P2-02C-FIN-90: FS,,,,5D w/Hol 1222-1226,
