csi_code,csi_code_description
28 16 25,AccessControlInterfacestoElectronicKeyManagementSystem
28 16 27,AccessControlInterfacestoElevatorControls
28 16 29,AccessControlInterfacestoParkingEquipment
28 16 31,AccessControlInterfacestoPerimeterSecuritySystems
28 17 00,AccessControlIdentificationManagementSystems
28 17 11,VisitorManagementSystems
28 17 13,SelfCheckInandKioskVisitorSystems
28 17 15,Contractor&VendorManagementSystems
28 17 17,MobileAccessIdentificationManagementSystems
28 18 00,SecurityAccessDetectionEquipment
28 18 11,SecurityAccessMetalDetectors
28 18 13,SecurityAccessX-RayEquipment
28 18 15,SecurityAccessExplosiveDetectionEquipment
28 18 17,SecurityAccessSniffingEquipment
28 19 00,AccessControlVehicleIdentificationSystems
28 19 11,LoadingDockAccessManagementSystems
28 19 13,ParkingGarageAccessManagementSystems
28 19 15,PerimeterVehicleAccessManagementSystems
28 20 00,VideoSurveillance
28 21 00,SurveillanceCameras
28 21 11,AnalogCamera
28 21 13,IPCameras
28 21 13,PanoramicIPCameras
28 21 15,SpecialtyCameras
28 21 17,CameraHousings
28 21 19,CameraMounts
28 21 21,Illuminators
28 23 00,VideoManagementSystem
28 23 11,VideoManagementSystemAnalytics
28 23 13,VideoManagementSystemInterfaces
28 25 00,VideoSurveillancePositioningEquipment
28 27 00,VideoSurveillanceSensors
28 30 00,"SecurityDetection,Alarm,andMonitoring"
28 31 00,IntrusionDetection
28 31 11,BuildingIntrusionDetection
28 31 11,"BuildingIntrusionDetectionControl,Gui,andLogicSystems"
28 31 11,BuildingIntrusionDetectionRemoteDevicesandSensors
28 31 21,AreaandPerimeterIntrusionDetection
28 31 21,FiberOpticAreaandPerimeterSecuritySystems
28 31 21,MicrowaveAreaandPerimeterSecuritySystems
28 31 21,IntegratedVideoAreaandPerimeterSecuritySystems
28 31 21,FixedOpticalBeamAreaandPerimeterSecuritySystems
28 31 21,LidarAreaandPerimeterSecuritySystems
28 31 21,CoaxialAreaandPerimeterSecuritySystems
28 31 21,AreaandPerimeterIntrusionDetectionDevicesandSensors
28 31 31,IntrusionDetectionInterfaces
28 31 31,IntrusionDetectionInterfacestoSecurityMonitoringandControl
28 31 31,IntrusionDetectionInterfacestoAccessControlSystem
28 31 31,IntrusionDetectionInterfacestoVideoSurveillance
28 31 31,IntrusionDetectionInterfacestoInformationManagementandPresentation
28 31 31,IntrusionDetectionInterfacestoMassNotification
28 31 31,IntrusionDetectionInterfacestoLifeSafety
28 31 31,IntrusionDetectionInterfacestoFireAlarm
28 31 31,IntrusionDetectionInterfacestoTemperatureControls
28 33 00,SecurityMonitoringandControl
28 33 11,ElectronicStructuralMonitoringSystems
28 33 13,SecurityOperationsandMonitoringCenter
28 33 15,SecurityMonitoringandControlSoftware
28 33 17,SecurityMonitoringandControlServices
28 35 00,TrackingSystems
28 35 11,AssetTrackingSystems
28 35 11,RfAssetTrackingSystems
28 35 11,GPSAssetTrackingSystems
28 35 11,CellularAssetTrackingSystems
28 35 13,PersonnelTrackingSystems
28 35 13,RfPersonnelTrackingSystems
28 35 13,GPSPersonnelTrackingSystems
28 35 13,CellularPersonnelTrackingSystems
28 37 00,AudioMonitoring
28 37 11,AudioMonitoringDevices
28 40 00,LifeSafety
28 41 00,RadiationDetectionandAlarm
28 41 11,"RadiationDetectionandAlarmControl,Gui,andLogicSystems"
28 41 13,RadiationDetectionandAlarmIntegratedAudioEvacuationSystems
28 41 15,RadiationDetectionSensors
28 41 17,RadiationDosimeters
28 42 00,GasDetectionandAlarm
28 42 11,"GasDetectionandAlarmControl,Gui,andLogicSystems"
28 42 13,GasDetectionandAlarmIntegratedAudioEvacuationSystems
28 42 15,GasDetectionSensors
28 43 00,FuelOilDetectionandAlarm
28 43 11,"FuelOilDetectionandAlarmControl,Gui,andLogicSystems"
28 43 13,FuelOilDetectionandAlarmIntegratedAudioEvacuationSystems
28 43 15,FuelOilDetectionSensors
28 44 00,RefrigerantDetectionandAlarm
28 44 11,"RefrigerantDetectionandAlarmControl,Gui,andLogicSystems"
28 44 13,RefrigerantDetectionandAlarmIntegratedAudioEvacuationSystems
28 44 15,RefrigerantDetectionSensors
28 45 00,WaterDetectionandAlarm
28 45 11,"WaterDetectionandAlarmControl,Gui,andLogicSystems"
28 45 13,WaterDetectionSensors
28 45 15,BuildingEnvelopeWaterDetectionandAlarm
28 46 00,FireDetectionandAlarm
28 46 10,DetectionandInitiation
28 46 11,FireSensorsandDetectors
28 46 11,LinearHeatDetectionSensors
28 46 11,Spot-TypeHeatDetectionSensors
28 46 11,DuctSmokeDetectionSensors
28 46 11,BeamSmokeDetectionSensors
28 46 11,VideoSmokeDetectionSensors
28 46 11,Carbon-MonoxideDetectionSensors
28 46 11,CombinationSensors
28 46 11,AirSamplingSystems
28 46 11,OtherSensors
28 46 12,OtherInitiatingDevices
28 46 12,FireAlarmPullStations
28 46 12,FireAlarmLevelDetectorSwitches
28 46 12,FireAlarmFlowSwitches
28 46 12,FireAlarmPressureSensors
28 46 12,SprinklerSupervisoryDevices
28 46 20,FireAlarm
28 46 21,AddressableFire-AlarmSystems
28 46 21,ConventionalFire-AlarmSystems
28 46 21,ProtectedPremiseSystems
28 46 21,ProprietarySystems
28 46 21,CentralStationSystems
28 46 21,RemoteStationSystems
28 46 21,PublicEmergencyAlarmReportingSystems
28 46 22,"NetworkCommandCenters,PrintersandPeripheralsforFireSystems"
28 46 23,FireAlarmNotificationAppliances
28 46 23,FireAlarmHornsandStrobes
28 46 23,FireAlarmSpeakers
28 46 23,FireAlarmLowFrequencySounders
28 46 23,WideBandSounders
28 46 24,FireDetectionandAlarmEmergencyControlFunctionInterfaces
28 46 24,FireDetectionandAlarmInterfacestoRemoteMonitoring
28 46 24,FireDetectionandAlarmInterfacestoAccessControlHardware
28 46 24,FireDetectionandAlarmInterfacestoAccessControlSystem
28 46 24,FireDetectionandAlarmInterfacestoIntrusionDetection
28 46 24,FireDetectionandAlarmInterfacestoVideoSurveillance
28 46 24,FireDetectionandAlarmInterfacestoElevatorControl
28 46 24,OtherFireDetectionandAlarmInterfaces
28 47 00,MassNotification
28 47 11,GeneralRequirementsforMassNotification
28 47 13,MassNotificationSoftware
28 47 15,MassNotificationControlPanels
28 47 17,NotificationDevicesandMethods
28 47 17,NotificationAppliancesandMethodsIndoors
28 47 17,NotificationAppliancesandMethodsOutdoors
28 47 17,NotificationAppliancesandMethodsDistributedRecipient
28 47 17,NotificationAppliancesandMethodsPublicMethods
28 47 21,MassNotificationSystemInterfaces
28 47 21,NotificationInterfacestoAccessControlSystems
28 47 21,NotificationInterfacestoVideoSurveillanceSystems
28 47 21,"NotificationInterfacestoSecurityDetection,Alarm,andMonitoring"
28 47 21,NotificationInterfacestoSecurityMonitoringandControl
28 47 21,NotificationInterfacestoLifeSafetySystems
28 47 21,NotificationInterfacestoFireDetectionandAlarm
28 47 21,NotificationInterfacestoDetentionSystems
28 47 21,NotificationInterfacestoEmergencyResponseSystems
28 47 21,NotificationInterfacestoNetworkandFacilitiesMonitoring
28 47 21,NotificationInterfacestoWebIntelligence
28 47 21,NotificationInterfacestoTrafficManagementandMonitoringSystems
28 47 21,NotificationInterfacestoSmartPhones
28 47 21,NotificationInterfacestoOtherExternalSubsystems
28 48 00,EmergencyResponseSystems
28 48 23,ComputerAidedDispatch
28 49 00,ElectronicPersonalProtectionSystems
28 49 11,ElectronicPersonalSafetyDetectionSystems
28 49 13,ElectronicPersonalSafetyAlarmAnnunciationandControlSystems
28 49 15,ElectronicPersonalSafetyInterfacestoRemoteMonitoring
28 49 17,ElectronicPersonalSafetyEmergencyAidDevices
28 50 00,SpecializedSystems
28 51 00,InformationManagement&Presentation
28 51 11,InformationManagement&PresentationArchitecture
28 51 13,DataandInformationManagement
28 51 15,InformationInterfacestoConnectedSubsystems
28 51 15,InformationInterfacestoAccessControlSystems
28 51 15,InformationInterfacestoVideoSurveillanceSystems
28 51 15,"InformationInterfacestoSecurityDetection,Alarm,andMonitoring"
28 51 15,InformationInterfacestoSecurityMonitoringandControl
28 51 15,InformationInterfacestoMassNotificationSystems
28 51 15,InformationInterfacestoLifeSafetySystems
28 51 15,InformationInterfacestoFireDetectionandAlarm
28 51 15,InformationInterfacestoDetentionSystems
28 51 15,InformationInterfacestoEmergencyResponseSystems
28 51 15,InformationInterfacestoLicensePlateRecognitionSystems
28 51 15,InformationInterfacestoFacialRecognitionSystems
28 51 15,InformationInterfacestoRemoteDataStructures
28 51 15,InformationInterfacestoNetworkandFacilitiesMonitoring
28 51 15,InformationInterfacestoCrowdSourcing
28 51 15,InformationInterfacestoWebIntelligence
28 51 15,InformationInterfacestoTrafficManagementandMonitoringSystems
28 51 15,InformationInterfacestoEnvironmentalMonitoringSystems
28 51 15,InformationInterfacestoDirectlyConnectedSensors
28 51 15,InformationInterfacestoOtherSafetyandSecuritySubsystems
28 51 15,InformationInterfacestoOtherExternalSubsystems
28 51 17,DataPresentation
28 51 17,Maps
28 51 17,Visualization
28 51 17,Events/Alarms/Incidents
28 51 17,VideoWorkspace
28 51 17,Dispatch/Notification
28 51 17,ReviewandInvestigation
28 51 17,Reporting
28 51 19,ControlRoomandMonitoringEquipment
28 51 19,Display/Workstations
28 51 19,VideoWalls
28 51 19,AudioEquipment
28 51 19,RemoteDisplays
28 52 00,DetentionSecuritySystems
28 52 11,DetentionMonitoringandControlSystems
28 52 13,DetentionInterfacestoConnectedSubsystems
28 52 13,DetentionInterfacestoAccessControlSystems
28 52 13,DetentionInterfacestoVideoSurveillanceSystems
28 52 13,"DetentionInterfacestoSecurityDetention,Alarm,andMonitoring"
28 52 13,DetentionInterfacestoSecurityMonitoringandControl
28 52 13,DetentionInterfacestoDuressAlarmSystems
28 52 13,DetentionInterfacestoDistributedTelevisionSystems
28 52 13,DetentionInterfacestoPerimeterSecuritySystems
28 52 15,VideoSupportSystemsforDetention
28 52 15,VideoInterrogationSystem
28 52 15,VideoArraignmentSystem
28 52 15,VideoVisitationSystem
31 00 00,Earthwork
03 65 56,MaintenanceofEarthwork
04 02 09,MaintenanceofClearing
04 38 61,MaintenanceofEarthMoving
05 11 66,MaintenanceofShoringandUnderpinning
05 48 19,MaintenanceofExcavationSupportandProtection
05 84 71,MaintenanceofSpecialFoundationsandLoadBearingElements
05 92 02,MaintenanceofDrivenPiles
31 01 63,DrivenPileRepairs
05 95 67,MaintenanceofBoredandAugeredPiles
31 01 64,BoredandAugeredPileRepairs
06 21 24,MaintenanceofTunnelingandMining
31 01 71,TunnelLeakRepairs
03 66 77,CommonWorkResultsforEarthwork
03 85 03,SelectiveDemolitionforEarthwork
04 14 25,SoilsforEarthwork
04 25 21,AggregatesforEarthwork
04 36 16,GeosyntheticsforEarthwork
31 05 19,GeotextilesforEarthwork
31 05 19,GeomembranesforEarthwork
31 05 19,GeogridsforEarthwork
31 05 19,GeosyntheticClayLiners
31 05 19,Geocomposites
31 05 19,Geonets
04 50 77,CementandConcreteforEarthwork
31 06 00,SchedulesforEarthwork
04 80 09,SchedulesforClearing
04 80 19,SchedulesforEarthMoving
31 06 20,TrenchDimensionSchedule
31 06 20,BackfillMaterialSchedule
31 06 40,SchedulesforShoringandUnderpinning
31 06 50,SchedulesforExcavationSupportandProtection
31 06 60,SchedulesforSpecialFoundationsandLoadBearingElements
31 06 60,DrivenPileSchedule
31 06 60,CaissonSchedule
31 06 70,SchedulesforTunnelingandMining
03 67 69,CommissioningofEarthwork
04 15 17,PileLoadTesting
31 08 13,DynamicPileLoadTesting
31 08 13,StaticPileLoadTesting
31 09 00,GeotechnicalInstrumentationandMonitoringof
,Earthwork
04 81 04,GeotechnicalInstrumentationandMonitoring
31 09 13,GroundwaterMonitoringDuringConstruction
04 81 07,FoundationPerformanceInstrumentation
31 09 16,BoredandAugeredPileLoadTests
03 68 30,SiteClearing
31 11 00,ClearingandGrubbing
03 68 91,SelectiveClearing
31 13 00,SelectiveTreeandShrubRemovalandTrimming
31 13 13,SelectiveTreeandShrubRemoval
31 13 16,SelectiveTreeandShrubTrimming
31 14 00,EarthStrippingandStockpiling
31 14 13,SoilStrippingandStockpiling
31 14 13,SoilStripping
31 14 13,SoilStockpiling
31 14 13,TopsoilStrippingandStockpiling
31 14 16,SodStrippingandStockpiling
31 14 16,SodStripping
31 14 16,SodStockpiling
31 20 00,EarthMoving
31 21 00,Off-GassingMitigation
31 21 13,RadonMitigation
31 21 13,RadonVenting
31 21 16,MethaneMitigation
31 21 16,MethaneVenting
31 22 00,Grading
31 22 13,RoughGrading
31 22 16,FineGrading
31 22 16,RoadwaySubgradeReshaping
31 22 19,FinishGrading
31 22 19,SpreadingandGradingTopsoil
31 23 00,ExcavationandFill
31 23 13,SubgradePreparation
31 23 16,Excavation
31 23 16,Trenching
31 23 16,StructuralExcavationforMinorStructures
31 23 16,RockRemoval
31 23 19,Dewatering
31 23 23,Fill
31 23 23,Backfill
31 23 23,Compaction
31 23 23,FlowableFill
31 23 23,Geofoam
31 23 33,TrenchingandBackfilling
31 24 00,Embankments
31 24 13,RoadwayEmbankments
31 24 16,RailwayEmbankments
31 25 00,ErosionandSedimentationControls
31 25 14,StabilizationMeasuresforErosionandSedimentationControl
31 25 14,Hydraulically-AppliedErosionControl
31 25 14,RolledErosionControlMatsandBlankets
31 25 24,StructuralMeasuresforErosionandSedimentationControl
31 25 24,RockBarriers
31 25 34,RetentionMeasuresforErosionandSedimentationControls
31 25 34,RockBasins
31 30 00,EarthworkMethods
31 31 00,SoilTreatment
31 31 13,RodentControl
31 31 13,RodentControlBaitSystems
31 31 13,RodentControlTraps
31 31 13,RodentControlElectronicSystems
31 31 13,RodentControlRepellants
31 31 16,TermiteControl
31 31 16,ChemicalTermiteControl
31 31 16,TermiteControlBaitSystems
31 31 16,TermiteControlBarriers
31 31 19,VegetationControl
31 31 19,ChemicalVegetationControl
31 31 33,SanitaryVacuumSystemPiping
31 32 00,SoilStabilization
31 32 13,SoilMixingStabilization
31 32 13,AsphaltSoilStabilization
31 32 13,CementSoilStabilization
31 32 13,LimeSoilStabilization
31 32 13,Fly-AshSoilStabilization
31 32 13,Lime-Fly-AshSoilStabilization
31 32 16,ChemicalTreatmentSoilStabilization
31 32 16,PolymerEmulsionSoilStabilization
31 32 17,WaterInjectionSoilStabilization
31 32 19,GeosyntheticSoilStabilizationandLayerSeparation
31 32 19,GeogridSoilStabilization
31 32 19,GeotextileSoilStabilization
31 32 19,GeogridLayerSeparation
31 32 19,GeotextileLayerSeparation
31 32 23,PressureGroutingSoilStabilization
31 32 23,CementitiousPressureGroutingSoilStabilization
31 32 23,ChemicalPressureGroutingSoilStabilization
31 32 33,ShotcreteSoilSlopeStabilization
31 32 36,SoilNailing
31 32 36,DrivenSoilNailing
31 32 36,GroutedSoilNailing
31 32 36,Corrosion-ProtectedSoilNailing
31 32 36,Jet-GroutedSoilNailing
31 32 36,LaunchedSoilNailing
31 33 00,RockStabilization
31 33 13,RockBoltingandGrouting
31 33 23,RockSlopeNetting
31 33 26,RockSlopeWireMesh
31 33 33,ShotcreteRockSlopeStabilization
31 33 43,VegetatedRockSlopeStabilization
31 34 00,SoilReinforcement
31 34 19,GeosyntheticSoilReinforcement
31 34 19,GeogridSoilReinforcement
31 34 19,GeotextileSoilReinforcement
31 34 23,FiberSoilReinforcement
31 34 23,GeosyntheticFiberSoilReinforcement
31 35 00,SlopeProtection
31 35 19,GeosyntheticSlopeProtection
31 35 19,GeogridSlopeProtection
31 35 19,GeotextileSlopeProtection
31 35 19,SlopeProtectionwithMulchControlNetting
31 35 23,SlopeProtectionwithSlopePaving
31 35 23,Cast-In-PlaceConcreteSlopePaving
31 35 23,PrecastConcreteSlopePaving
31 35 23,ConcreteUnitMasonrySlopePaving
31 35 26,ContainmentBarriers
31 35 26,ClayContainmentBarriers
31 35 26,GeomembraneContainmentBarriers
31 35 26,BentoniteSlurryTrench
31 36 00,Gabions
31 36 13,GabionBoxes
31 36 19,GabionMattresses
31 36 19,VegetatedGabionMattresses
31 37 00,Riprap
31 37 13,MachinedRiprap
31 37 16,Non-MachinedRiprap
31 37 16,Rubble-StoneRiprap
31 37 16,ConcreteUnitMasonryRiprap
31 37 16,SackedSand-CementRiprap
31 40 00,ShoringandUnderpinning
31 41 00,Shoring
31 41 13,TimberShoring
31 41 16,SheetPiling
31 41 16,SteelSheetPiling
31 41 16,PlasticSheetPiling
31 41 19,MetalHydraulicShoring
31 41 19,AluminumHydraulicShoring
31 41 23,PneumaticShoring
31 41 33,TrenchShielding
31 43 00,ConcreteRaising
31 43 13,PressureGrouting
31 43 13,ConcretePressureGrouting
31 43 13,PolyurethanePressureGrouting
31 43 16,CompactionGrouting
31 43 19,MechanicalJacking
31 45 00,VibroflotationandDensification
31 45 13,Vibroflotation
31 45 16,Densification
31 46 00,NeedleBeams
31 46 13,CantileverNeedleBeams
31 48 00,Underpinning
31 48 13,UnderpinningPiers
31 48 19,BracketPiers
31 48 23,JackedPiers
31 48 33,MicropileUnderpinning
31 50 00,ExcavationSupportandProtection
31 51 00,AnchorTiebacks
31 51 13,ExcavationSoilAnchors
31 51 16,ExcavationRockAnchors
31 52 00,Cofferdams
31 52 13,SheetPilingCofferdams
31 52 16,TimberCofferdams
31 52 19,PrecastConcreteCofferdams
31 53 00,CribbingandWalers
31 53 13,TimberCribwork
31 54 00,GroundFreezing
31 56 00,SlurryWalls
31 56 13,BentoniteSlurryWalls
31 56 13,Soil-BentoniteSlurryWalls
31 56 13,Cement-BentoniteSlurryWalls
31 56 13,Slag-Cement-BentoniteSlurryWalls
31 56 13,Soil-Cement-BentoniteSlurryWalls
31 56 13,Pozzolan-BentoniteSlurryWalls
31 56 13,Organically-ModifiedBentoniteSlurryWalls
31 56 16,AttipulgiteSlurryWalls
31 56 16,Soil-AttipulgiteSlurryWalls
31 56 19,Slurry-GeomembraneCompositeSlurryWalls
31 56 23,LeanConcreteSlurryWalls
31 56 26,Bio-PolymerTrenchDrain
31 60 00,SpecialFoundationsandLoad-Bearing
,Elements
31 62 00,DrivenPiles
31 62 13,ConcretePiles
31 62 13,Cast-in-PlaceConcretePiles
31 62 13,ConcreteDisplacementPiles
31 62 13,PrecastConcretePiles
31 62 13,PrestressedConcretePiles
31 62 13,Pressure-InjectedFootings
31 62 16,SteelPiles
31 62 16,SheetSteelPiles
31 62 16,SteelHPiles
31 62 16,UnfilledTubularSteelPiles
31 62 19,TimberPiles
31 62 23,CompositePiles
31 62 23,Concrete-FilledSteelPiles
31 62 23,WoodandCast-In-PlaceConcretePiles
31 63 00,BoredPiles
31 63 13,BoredandAugeredTestPiles
31 63 16,AugerCastGroutPiles
31 63 19,BoredandSocketedPiles
31 63 19,RockSocketsforPiles
31 63 23,BoredConcretePiles
31 63 23,BoredandBelledConcretePiles
31 63 23,BoredFrictionConcretePiles
31 63 26,DrilledCaissons
31 63 26,FixedEndCaissonPiles
31 63 26,ConcreteCaissonsforMarineConstruction
31 63 29,DrilledConcretePiersandShafts
31 63 29,UncasedDrilledConcretePiers
31 63 29,CasedDrilledConcretePiers
31 63 33,DrilledMicropiles
31 64 00,Caissons
31 64 13,BoxCaissons
31 64 16,ExcavatedCaissons
31 64 19,FloatingCaissons
31 64 23,OpenCaissons
31 64 26,PneumaticCaissons
31 64 29,SheetedCaissons
31 66 00,SpecialFoundations
31 66 13,SpecialPiles
31 66 13,RammedAggregatePiles
31 66 15,HelicalFoundationPiles
31 66 16,SpecialFoundationWalls
31 66 16,AnchoredFoundationWalls
31 66 16,ConcreteCribbingFoundationWalls
31 66 16,MetalCribbingFoundationWalls
31 66 16,ManufacturedModularFoundationWalls
31 66 16,MechanicallyStabilizedEarthFoundationWalls
31 66 16,SlurryDiaphragmFoundationWalls
31 66 17,Soldier-BeamFoundationWalls
31 66 17,Permanently-AnchoredSoldier-BeamFoundationWalls
31 66 19,RefrigeratedFoundations
31 68 00,FoundationAnchors
31 68 13,RockFoundationAnchors
31 68 16,HelicalFoundationAnchors
31 70 00,TunnelingandMining
31 71 00,TunnelExcavation
31 71 13,ShieldDrivingTunnelExcavation
31 71 16,TunnelExcavationbyDrillingandBlasting
31 71 19,TunnelExcavationbyTunnelBoringMachine
31 71 23,TunnelingbyCutandCover
31 72 00,TunnelSupportSystems
31 72 13,RockReinforcementandInitialSupport
31 72 16,SteelRibsandLagging
31 73 00,TunnelGrouting
31 73 13,CementTunnelGrouting
31 73 16,ChemicalTunnelGrouting
31 74 00,TunnelConstruction
31 74 13,Cast-in-PlaceConcreteTunnelLining
31 74 16,PrecastConcreteTunnelLining
31 74 19,ShotcreteTunnelLining
31 75 00,ShaftConstruction
31 75 13,Cast-in-PlaceConcreteShaftLining
31 75 16,PrecastConcreteShaftLining
31 77 00,SubmersibleTubeTunnels
31 77 13,TrenchExcavationforSubmergedTunnels
31 77 16,TubeConstruction(OutfittingTunnelTubes)
31 77 19,FloatingandLayingSubmergedTunnels
32 00 00,ExteriorImprovements
32 01 00,OperationandMaintenanceofExteriorImprovements
04 82 24,PavingCleaning
32 01 12,RubberandPaintRemovalfromPaving
32 01 12,RubberRemovalfromPaving
32 01 12,PaintRemovalfromPaving
04 82 26,FlexiblePavingSurfaceTreatment
32 01 14,SlurrySeal(LatexModified)
32 01 14,AsphaltSurfaceTreatment
04 82 29,FlexiblePavingRehabilitation
32 01 17,ColdMillingAsphaltPaving
32 01 17,AsphaltPavingReuse
32 01 17,InPlaceColdReusedAsphaltPaving
32 01 17,InPlaceHotReusedAsphaltPaving
32 01 17,HeaterScarifyingofAsphaltPaving
04 82 30,FlexiblePavingRepair
32 01 18,SealingCracksinAsphaltPaving
32 01 18,Stress-AbsorbingMembraneInterlayer
04 82 32,RigidPavingSurfaceTreatment
32 01 20,SealingofJointsinRigidPaving
32 01 20,PatchingofRigidPaving
04 82 36,BaseCourseReconditioning
04 82 39,RigidPavingRehabilitation
32 01 27,GroovingofConcretePaving
32 01 27,GrindingofConcretePaving
32 01 27,MillingofConcretePaving
32 01 27,ConcreteOverlays
32 01 27,ConcretePavingReuse
04 82 42,RigidPavingRepair
32 01 30,PartialDepthPatchingofRigidPaving
32 01 30,ConcretePavingRaising
32 01 30,SubsealingandStabilization
04 82 43,OperationandMaintenanceofSiteImprovements
32 01 30,SnowRemoval
32 01 80,OperationandMaintenanceofIrrigation
32 01 90,OperationandMaintenanceofPlanting
32 01 90,Fertilizing
32 01 90,AmendingSoils
32 01 90,Mowing
32 01 90,Pruning
32 01 90,Watering
32 01 90,TopsoilPreservation
32 01 90,TreeandShrubPreservation
32 05 00,CommonWorkResultsforExteriorImprovements
04 83 39,SelectiveDemolitionforExteriorImprovements
04 83 47,SoilsforExteriorImprovements
04 83 50,AggregatesforExteriorImprovements
04 83 53,GeosyntheticsforExteriorImprovements
32 05 19,GeotextilesforExteriorImprovements
32 05 19,GeomembranesforExteriorImprovements
32 05 19,GeogridsforExteriorImprovements
04 83 57,CementandConcreteforExteriorImprovements
32 05 33,CommonWorkResultsforPlanting
32 06 00,SchedulesforExteriorImprovements
04 83 75,"SchedulesforBases,Ballasts,andPaving"
32 06 10,PedestrianWalkwaySchedule
04 83 95,SchedulesforSiteImprovements
32 06 30,RetainingWallSchedule
32 06 80,SchedulesforIrrigation
32 06 80,IrrigationPipingSchedule
32 06 90,SchedulesforPlanting
32 06 90,PlantingSchedule
32 08 00,CommissioningofExteriorImprovements
32 10 00,"Bases,Ballasts,andPaving"
32 11 00,BaseCourses
04 85 31,SubgradeModifications
32 11 13,Lime-TreatedSubgrades
32 11 13,Bituminous-TreatedSubgrades
04 85 34,SubbaseCourses
32 11 16,Sand-ClaySubbaseCourses
32 11 16,AggregateSubbaseCourses
04 85 41,AggregateBaseCourses
32 11 23,Sand-ClayBaseCourses
32 11 23,BaseCourseDrainageLayers
04 85 44,AsphalticBaseCourses
32 11 26,PlantMixAsphalticBaseCourses
32 11 26,RoadMixAsphalticBaseCourses
32 11 26,Bituminous-StabilizedBaseCourses
04 85 47,LimeTreatedBaseCourses
32 11 29,Lime-FlyAsh-TreatedBaseCourses
32 11 33,Cement-TreatedBaseCourses
32 11 33,PortlandCement-StabilizedBaseCourses
32 11 36,ConcreteBaseCourses
32 11 36,Soil-CementConcreteBaseCourses
32 11 36,LeanConcreteBaseCourses
32 11 36,PlainCementConcreteBaseCourses
32 11 36,HydraulicCementConcreteBaseCourses
32 11 39,ShellBaseCourse
32 12 00,FlexiblePaving
04 85 61,PreparatoryCoats
32 12 13,TackCoats
32 12 13,AsphalticTackCoats
32 12 13,PrimeCoats
32 12 13,AsphalticPrimeCoats
04 85 64,AsphaltPaving
32 12 16,Plant-MixAsphaltPaving
32 12 16,Road-MixAsphaltPaving
32 12 16,Cold-MixAsphaltPaving
32 12 16,ReinforcedAsphaltPaving
32 12 16,Fiber-ModifiedAsphaltPaving
32 12 16,Polymer-ModifiedAsphaltPaving
32 12 16,GranulatedRubber-ModifiedAsphaltPaving
32 12 16,AthleticAsphaltPaving
04 85 67,AsphaltPavingWearingCourses
32 12 19,Road-MixAsphaltPavingWearingCourses
32 12 19,Resin-ModifiedAsphaltPavingWearingCourses
32 12 19,PorousFrictionAsphaltPavingWearingCourses
32 12 33,FlexiblePavingSurfaceTreatments
32 12 36,SealCoats
32 12 36,AsphalticSealandFogCoats
32 12 36,CoalTarSealCoats
32 12 36,CoalTarSealCoatswithUnvulcanizedRubber
32 12 36,Fuel-ResistantSealers
32 12 43,PorousFlexiblePaving
32 12 73,AsphaltPavingJointSealants
32 13 00,RigidPaving
32 13 13,ConcretePaving
32 13 13,ExposedAggregateConcretePaving
32 13 13,Power-CompactedConcretePaving
32 13 13,Roller-CompactedConcretePaving
32 13 13,PrestressedConcretePaving
32 13 13,ConcretePavingSurfaceTreatment
32 13 13,StainedConcretePaving
32 13 13,PlainConcretePaving
32 13 16,DecorativeConcretePaving
32 13 16,PatternedConcretePaving
32 13 16,ImprintedConcretePaving
32 13 16,StampedConcretePaving
32 13 43,PerviousConcretePaving
32 13 73,ConcretePavingJointSealants
32 13 73,Fuel-ResistantConcretePavingJointSealants
32 13 73,Field-MoldedConcretePavingJointSealants
32 13 73,CompressionConcretePavingJointSealants
32 14 00,UnitPaving
32 14 13,PrecastConcreteUnitPaving
32 14 13,InterlockingPrecastConcreteUnitPaving
32 14 13,PrecastConcreteUnitPavingSlabs
32 14 13,PorousPrecastConcreteUnitPaving
32 14 16,BrickUnitPaving
32 14 23,AsphaltUnitPaving
32 14 26,WoodPaving
32 14 29,RubberPaving
32 14 33,PlasticPaving
32 14 33,PermeablePlasticPaving
32 14 40,StonePaving
32 14 43,PorousUnitPaving
32 15 00,AggregateSurfacing
32 15 13,CinderSurfacing
32 15 40,CrushedStoneSurfacing
32 15 50,Aggregate-TurfPavement
32 16 00,"Curbs,Gutters,Sidewalks,andDriveways"
32 16 13,CurbsandGutters
32 16 13,Cast-In-PlaceConcreteCurbsandGutters
32 16 13,SteelFacedCurbs
32 16 13,PrecastConcreteCurbsandGutters
32 16 13,AsphaltCurbs
32 16 13,StoneCurbs
32 16 23,Sidewalks
32 16 33,Driveways
32 17 00,PavingSpecialties
32 17 13,ParkingBumpers
32 17 13,MetalParkingBumpers
32 17 13,PlasticParkingBumpers
32 17 13,PrecastConcreteParkingBumpers
32 17 13,RubberParkingBumpers
32 17 13,WoodParkingBumpers
32 17 16,ManufacturedTraffic-CalmingDevices
32 17 23,PavementMarkings
32 17 23,PaintedPavementMarkings
32 17 23,RaisedPavementMarkings
32 17 23,PlasticPavementMarkings
32 17 26,TactileWarningSurfacing
32 17 29,PavementEmbeddedWarningLights
32 17 43,PavementSnowMeltingSystems
32 18 00,AthleticandRecreationalSurfacing
32 18 13,SyntheticGrassSurfacing
32 18 16,SyntheticResilientSurfacing
32 18 16,PlaygroundProtectiveSurfacing
