csi_code,csi_code_description
33 71 83,TransmissionandDistributionSpecialties
33 72 00,UtilitySubstations
33 72 13,DeadendStructures
33 72 23,StructuralBusSupports
33 72 23,BusSupportInsulators
33 72 26,SubstationBusAssemblies
33 72 26,AluminumSubstationBusAssemblies
33 72 26,CopperSubstationBusAssemblies
33 72 33,ControlHouseEquipment
33 72 33,Relays
33 72 33,SubstationControlPanels
33 72 33,Power-LineCarriers
33 72 33,SubstationMetering
33 72 33,SubstationDCSupply
33 72 43,SubstationControlWiring
33 72 53,ShuntReactors
33 72 63,SubstationDisconnectSwitches
33 72 63,VerticalBreakDisconnectSwitches
33 72 63,DoubleEndBreakDisconnectSwitches
33 72 63,"DoubleEndBreak""Vee""DisconnectSwitches"
33 72 63,CenterBreakDisconnectSwitches
33 72 63,"CenterBreak""Vee""DisconnectSwitches"
33 72 63,SingleSideBreakDisconnectSwitches
33 72 63,VerticalReachDisconnectSwitches
33 72 63,GroundingforSubstationDisconnectSwitches
33 72 63,HookSticks
33 73 00,UtilityTransformers
33 73 13,Liquid-FilledUtilityTransformers
33 73 23,Dry-TypeUtilityTransformers
33 74 00,ExtraHighVoltage(EHV)Switchgearandprotection
,devices
33 74 13,AirEHVCircuitBreaker
33 74 16,OilEHVCircuitBreaker
33 74 19,GasEHVCircuitBreaker
33 74 30,EHVDisconnectswitch
33 74 36,EHVUtilityFuses
33 74 39,EHVSurgeArresters
33 74 40,EHVRodGap
33 74 43,EVHShuntReactors
33 74 43,EHVShuntReactorBanks
33 74 43,EHVCurrentLimitingReactors
33 75 00,High-VoltageSwitchgearandProtectionDevices
33 75 13,AirHigh-VoltageCircuitBreaker
33 75 16,OilHigh-VoltageCircuitBreaker
33 75 19,GasHigh-VoltageCircuitBreaker
33 75 23,VacuumHigh-VoltageCircuitBreaker
33 75 30,High-VoltageDisconnectSwitch
33 75 36,High-VoltageUtilityFuses
33 75 39,High-VoltageSurgeArresters
33 75 40,High-VoltageRodGap
33 77 00,Medium-VoltageUtilitySwitchgearandProtection
,Devices
33 77 13,AirMedium-VoltageCircuitBreaker
33 77 16,OilMedium-VoltageCircuitBreaker
33 77 19,GasMedium-VoltageCircuitBreaker
33 77 23,VacuumMedium-VoltageCircuitBreaker
33 77 26,Medium-VoltageUtilityFusibleInterrupterSwitchgear
33 77 30,Medium-VoltageDisconnectSwitch
33 77 33,Medium-VoltageUtilityCutouts
33 77 36,Medium-VoltageUtilityFuses
33 77 39,Medium-VoltageUtilitySurgeArresters
33 77 40,Medium-VoltageRodGap
33 77 53,Medium-VoltageUtilityReclosers
33 78 00,SubstationConverterStations
33 79 00,SiteGrounding
33 79 13,SiteImprovementGrounding
33 79 13,FenceGrounding
33 79 16,TowerGrounding
33 79 16,CommunicationsTowerGrounding
33 79 16,AntennaTowerGrounding
33 79 19,UtilitiesGrounding
33 79 19,ElectricalUtilitiesGrounding
33 79 19,CommunicationsUtilitiesGrounding
33 79 23,UtilitySubstationGrounding
33 79 83,SiteGroundingConductors
33 79 93,SiteLightningProtection
33 79 93,LightningArrestors
33 79 93,LightningStrikeCounters
33 79 93,LightningStrikeWarningDevices
33 80 00,CommunicationsUtilities
33 81 00,CommunicationsStructures
33 81 13,MonopoleCommunicationsTowers
33 81 16,LatticeCommunicationsTowers
33 81 19,GuyedCommunicationsTowers
33 81 21,ConcealedCommunicationsTowers
33 81 23,BroadcastCommunicationsTowers
33 81 27,AerialCableInstallationHardware
33 81 29,"CommunicationsVaults,Pedestals,andEnclosures"
33 81 63,CellSiteShelterEquipment
33 81 63,DCRectifiers
33 81 63,BackupBatteries
33 81 63,BasebandMicrowaveProcessing
33 81 63,BaseStationTransceivers
33 81 63,RemoteMonitoring
33 82 00,CommunicationsTransmissionandDistribution
33 82 13,CopperCommunicationsTransmissionandDistributionCabling
33 82 13,CopperSplicingandTerminations
33 82 23,OpticalFiberCommunicationsTransmissionandDistributionCabling
33 82 23,OpticalFiberSplicingandTerminations
33 82 33,CoaxialCommunicationsTransmissionandDistributionCabling
33 82 33,CoaxialSplicingandTerminations
33 82 43,GroundingandBondingforCommunicationsTransmissionandDistribution
33 82 46,CablePressurizationEquipment
33 82 53,"Cleaning,Lubrication,andRestorationChemicals"
33 82 63,ShelterEquipment
33 82 63,Transceivers
33 82 63,ControlPanels
33 82 63,Power-LineCarriers
33 82 63,BackupBatteries
33 83 00,WirelessCommunicationsTransmissionand
33 83 13,Distribution LaserTransmittersandReceivers
33 83 16,MicrowaveTransmittersandReceivers
33 83 17,MicrowaveAntennas
33 83 17,MicrowaveWaveguides
33 83 19,InfraredTransmittersandReceivers
33 83 23,RadioAntennas
34 00 00,Transportation
34 01 00,OperationandMaintenanceofTransportation
04 89 57,OperationandMaintenanceofRoadways
04 89 67,OperationandMaintenanceofRailways
34 01 23,TrackRemovalandSalvage
34 01 24,TrackCrosstieReplacement
34 01 33,OperationandMaintenanceofAirfields
34 01 43,OperationandMaintenanceofBridges
34 05 00,CommonWorkResultsforTransportation
04 90 69,SelectiveDemolitionforTransportation
04 90 77,CommonWorkResultsforRoadways
04 90 87,CommonWorkResultsforRailways
34 05 33,CommonWorkResultsforAirports
34 05 43,CommonWorkResultsforBridges
34 06 00,SchedulesforTransportation
04 91 08,SchedulesforRoadways
04 91 18,SchedulesforRailways
34 06 33,SchedulesforAirfields
34 06 43,SchedulesforBridges
34 08 00,CommissioningofTransportation
04 91 69,CommissioningofRoadways
04 91 79,CommissioningofRailways
34 08 33,CommissioningofAirfields
34 08 43,CommissioningofBridges
34 10 00,Guideways/Railways
34 11 00,RailTracks
04 92 61,TrackRails
34 11 13,LightRailTrack
34 11 13,HeavyRailTrack
04 92 64,WeldedTrackRails
34 11 16,In-TrackButt-WeldedTrackRail
34 11 16,Pressure-WeldedTrackRail
34 11 16,Thermite-WeldedTrackRail
04 92 67,TrackRailJoints
04 92 71,SpecialTrackwork
34 11 23,BallastedSpecialTrackRail
34 11 23,Direct-FixationTrack
34 11 23,RunningRail
34 11 23,PrecurvedRunningRail
04 92 74,BallastedTrackRail
34 11 26,TrackRailBallast
34 11 26,TrackRailSubballast
04 92 77,EmbeddedTrackRail
34 11 33,TrackCrossTies
34 11 33,ConcreteTrackCrossTies
34 11 33,TimberTrackCrossTies
34 11 33,ResilientTrackCrossTies
34 11 36,TrackRailFasteners
34 11 36,Direct-FixationFasteners
34 11 39,TrackCollectorPans
34 11 39,FiberglassTrackCollectorPans
34 11 93,TrackAppurtenancesandAccessories
34 12 00,Monorails
04 92 91,ElevatedMonorails
04 92 94,On-GradeMonorails
04 92 97,Below-GradeMonorails
04 93 01,MaglevMonorail
34 12 63,MonorailTrack
34 13 00,Funiculars
34 13 13,InclinedRailway
34 14 00,CableTransportation
34 14 13,AerialTramways
34 14 19,Gondolas
34 14 26,Funitels
34 14 33,Chairlifts
34 14 39,SurfaceLifts
34 14 46,RopewayTows
34 14 53,CableCarSystems
34 20 00,TractionPower
34 21 00,TractionPowerDistribution
34 21 13,HighPowerStaticFrequencyConverters
34 21 16,TractionPowerSubstations
34 21 16,ACTractionPowerSubstations
34 21 16,DCTractionPowerSubstations
34 21 19,TractionPowerSwitchgear
34 21 19,ACTractionPowerSwitchgear
34 21 19,DCTractionPowerSwitchgear
34 21 19,FrequencyChanger
34 21 23,TractionPowerTransformer-RectifierUnits
34 23 00,OverheadTractionPower
34 23 13,TractionPowerPoles
34 23 16,OverheadCableSuspension
34 23 23,OverheadTractionPowerCables
34 24 00,ThirdRailTractionPower
34 24 13,Bottom-ContactThirdRail
34 24 16,Side-ContactThirdRail
34 24 19,Top-ContactThirdRail
34 40 00,TransportationSignalingandControl
,Equipment
34 41 00,RoadwaySignalingandControlEquipment
34 41 13,TrafficSignals
34 41 16,TrafficControlEquipment
34 41 23,RoadwayMonitoringEquipment
34 41 33,InRoadwayWarningLights
34 42 00,RailwaySignalingandControlEquipment
34 42 13,RailwaySignals
34 42 13,GeneralRailwaySignalRequirements
34 42 13,SignalSolidStateCodedTrackCircuits
34 42 16,TrainControlWiresandCables
34 42 19,VitalInterlockingLogicControllers
34 42 23,RailwayControlEquipment
34 42 23,MainlineTrainControlRoomEquipment
34 42 23,YardTrainControlRoomEquipment
34 42 23,IntegratedControlEquipment
34 42 23,InterlockingRailwayControlEquipment
34 42 26,RailNetworkEquipment
34 42 29,StationAgentEquipment
34 42 33,YardManagementEquipment
34 42 36,SupervisoryControlandDataAcquisition
34 43 00,AirfieldSignalingandControlEquipment
34 43 13,AirfieldSignalsandLighting
34 43 13,AirportRotatingBeacons
34 43 13,HazardBeacons
34 43 13,AirportBeaconTowers
34 43 13,AirportObstructionLights
34 43 13,AirfieldRunwayIdentificationLights
34 43 13,AirfieldRunwayandTaxiwayInsetLighting
34 43 13,AdhesiveforInsetLighting&Wiring
34 43 13,AirfieldShort-ApproachLightingEquipment
34 43 13,AirfieldOmni-Directional-ApproachLightingEquipment
34 43 13,AirfieldLow-Intensity-ApproachLightingEquipment
34 43 13,AirfieldHigh-Intensity-ApproachLightingEquipment
34 43 13,AirfieldPrecision-ApproachPathIndicatorEquipment
34 43 16,AirfieldLandingEquipment
34 43 16,MicrowaveAirfieldLandingEquipment
34 43 16,InstrumentAirfieldLandingEquipment
34 43 16,AirfieldVisual-ApproachSlopeIndicatorEquipment
34 43 19,AirfieldTrafficControlTowerEquipment
34 43 23,WeatherObservationEquipment
34 43 23,AutomaticWeatherObservationEquipment
34 43 23,AirfieldWindCones
34 43 26,AirfieldControlEquipment
34 43 26,AirfieldLightingControlEquipment
34 43 26,AirfieldLightingPLCControlEquipment
34 43 26,AirfieldLightingRegulatorAssembly
34 48 00,BridgeSignalingandControlEquipment
34 48 13,OperatingBridgeSignals
34 48 16,OperatingBridgeControlEquipment
34 50 00,TransportationFareCollectionEquipment
34 52 00,VehicleFareCollection
34 52 16,VehicleTicketingEquipment
34 52 16,VehicleTicketVendingMachines
34 52 26,VehicleFareCollectionEquipment
34 52 26,VehicleCoinFareCollectionEquipment
34 52 26,VehicleElectronicFareCollectionEquipment
34 52 33,VehicleFareGates
34 54 00,PassengerFareCollection
34 54 16,PassengerTicketingEquipment
34 54 16,PassengerTicketVendingMachines
34 54 16,PassengerAddfareMachines
34 54 16,PassengerIntermodalTransferMachines
34 54 26,PassengerFareCollectionEquipment
34 54 26,PassengerCoinFareCollectionEquipment
34 54 26,PassengerElectronicFareCollectionEquipment
34 54 33,PassengerFareGates
34 70 00,TransportationConstructionand
,Equipment
34 71 00,RoadwayConstruction
34 71 13,VehicleBarriers
34 71 13,VehicleMedianBarriers
34 71 13,VehicleCrashBarriers
34 71 13,VehicleTrafficBarriers
34 71 13,VehicleGuideRails
34 71 13,VehicleBarrierFenders
34 71 16,ImpactAttenuatingDevices
34 71 19,VehicleDelineators
34 71 19,FixedVehicleDelineators
34 71 19,FlexibleVehicleDelineators
34 72 00,RailwayConstruction
34 72 13,RailwayLine
34 72 16,RailwaySiding
34 73 00,AirfieldConstruction
34 73 13,AircraftTiedowns
34 73 16,AirfieldGrounding
34 73 16,AircraftStaticGrounding
34 73 19,JetBlastBarriers
34 73 23,ManufacturedAirfieldControlTowers
34 73 26,ManufacturedHelipads
34 75 00,RoadwayEquipment
34 75 13,OperableRoadwayEquipment
34 75 13,ActiveVehicleBarriers
34 76 00,RailwayEquipment
34 76 13,RoadwayCrossingControlEquipment
34 77 00,TransportationEquipment
34 77 13,PassengerBoardingBridges
34 77 13,FixedAircraftPassengerBoardingBridges
34 77 13,MovableAircraftPassengerBoardingBridges
34 77 13,ShipPassengerBoardingBridges
34 77 33,BaggageScanningEquipment
34 77 36,BaggageScales
34 77 39,BaggageConveyingEquipment
34 78 00,WeighingEquipment
34 78 13,TruckScales
34 78 16,Weighbridges
34 78 23,RailroadCarScales
34 78 33,CraneScales
34 80 00,Bridges
34 81 00,BridgeMachinery
34 81 13,Single-SwingBridgeMachinery
34 81 16,Double-SwingBridgeMachinery
34 81 19,CantileverBridgeMachinery
34 81 23,LiftBridgeMachinery
34 81 26,SlidingBridgeMachinery
34 81 29,PontoonBridgeMachinery
34 81 32,BasculeBridgeMachinery
34 82 00,BridgeSpecialties
34 82 13,BridgeVibrationDampers
34 82 13,ViscoElasticBridgeVibrationDampers
34 82 13,Tuned-MassBridgeVibrationDampers
34 82 19,BridgePierProtection
34 82 19,BridgePierIceShields
35 00 00,WaterwayandMarineConstruction
35 01 00,OperationandMaintenanceofWaterwayandMarineConstruction
04 93 39,OperationandMaintenanceofCoastalConstruction
35 01 40,OperationandMaintenanceofWaterwayConstruction
35 01 41,WaterwayDredging
35 01 41,PreservationofWaterCourses
35 01 50,OperationandMaintenanceofMarineConstruction
35 01 51,MarineDredging
35 01 51,"ChannelExcavation,CleaningandDeepening"
35 01 70,OperationandMaintenanceofDams
35 05 00,CommonWorkResultsforWaterwayandMarine
,Construction
04 94 34,SelectiveDemolitionforWaterwayandMarineConstruction
04 94 59,CommonWorkResultsforCoastalConstruction
35 05 40,CommonWorkResultsforWaterwayConstruction
35 05 50,CommonWorkResultsforMarineConstruction
35 05 70,CommonWorkResultsforDams
35 06 00,SchedulesforWaterwayandMarineConstruction
04 94 90,SchedulesforCoastalConstruction
35 06 40,SchedulesforWaterwayConstruction
35 06 50,SchedulesforMarineConstruction
35 06 70,SchedulesforDams
35 08 00,CommissioningofWaterwayandMarineConstruction
04 95 51,CommissioningofCoastalConstruction
35 08 40,CommissioningofWaterwayConstruction
35 08 50,CommissioningofMarineConstruction
35 08 70,CommissioningofDams
35 10 00,WaterwayandMarineSignalingand
,ControlEquipment
35 11 00,SignalingandControlEquipmentforWaterways
04 96 26,SignalingEquipmentforWaterways
35 11 53,ControlEquipmentforWaterways
35 12 00,MarineSignalingandControlEquipment
04 96 56,MarineSignalingEquipment
35 12 13,LighthouseEquipment
35 12 33,MarineNavigationEquipment
35 12 53,MarineControlEquipment
35 13 00,SignalingandControlEquipmentforDams
35 13 13,SignalingEquipmentforDams
35 13 53,ControlEquipmentforDams
35 20 00,WaterwayandMarineConstructionand
,Equipment
35 21 00,GeneralFabricationsforWaterways
35 21 13,HydraulicBifurcationPanels
35 21 16,HydraulicBulkheads
35 21 19,HydraulicManifolds
35 21 23,Penstocks
35 21 33,TrashRacks
35 21 36,DebrisCages
35 22 00,HydraulicGates
35 22 13,SpillwayCrestGates
35 22 19,HydraulicHeadGates
35 22 26,SluiceGates
35 22 33,MiterGates
35 22 39,SectorGates
35 22 46,TainterGates
35 22 53,VerticalLiftHydraulicGates
35 22 59,HydraulicClosureGates
35 22 63,Through-LeveeAccessGates
35 24 00,Dredging
35 24 13,SuctionDredging
35 24 13,TrainingSuctionDredging
35 24 13,CutterSuctionDredging
35 24 13,AugerSuctionDredging
35 24 13,Jet-LiftDredging
35 24 13,Air-LiftDredging
35 24 21,BucketDredging
35 24 23,ClamshellDredging
35 24 26,Backhoe/DipperDredging
35 24 33,WaterInjectionDredging
35 24 36,PneumaticDredging
35 24 43,Bed-LevellingDredging
35 24 46,KrabbelaarDredging
35 24 53,WaterwaySnagRemoval
35 30 00,CoastalConstruction
35 31 00,ShorelineProtection
35 31 16,Seawalls
35 31 16,ConcreteSeawalls
35 31 16,SegmentalSeawalls
35 31 16,SteelSheetPilingSeawalls
35 31 16,TimberSeawalls
35 31 16,StoneSeawalls
35 31 19,Revetments
35 31 19,SackedCement-SandRevetments
35 31 19,ConcreteUnitMasonryRevetments
35 31 19,GabionRevetments
35 31 19,StoneRevetments
35 31 23,Breakwaters
35 31 23,RubbleMoundBreakwaters
35 31 23,PrecastBreakwaterModules
35 31 26,Jetties
35 31 26,ConcreteJetties
35 31 26,ConcreteUnitMasonryJetties
35 31 26,GabionJetties
35 31 26,StoneJetties
35 31 29,Groins
35 31 29,ConcreteGroins
35 31 29,ConcreteUnitMasonryGroins
35 31 29,SteelGroins
35 31 29,GabionGroins
35 31 29,StoneGroins
35 32 00,ArtificialReefs
35 32 13,ScrapMaterialArtificialReefs
35 32 13,ScrapConcreteArtificialReefs
35 32 13,ScrapSteelArtificialReefs
35 32 13,SunkenShipArtificialReefs
35 32 16,ConstructedArtificialReefs
35 32 16,ConstructedConcreteArtificialReefs
35 32 16,ConstructedSteelArtificialReefs
35 40 00,WaterwayConstructionandEquipment
35 41 00,Levees
35 41 13,LandsideLeveeBerms
35 41 13,StabilityLandsideLeveeBerms
35 41 13,SeepageLandsideLeveeBerms
35 41 16,LeveeCutoffTrenches
35 41 19,LeveeReliefWells
35 42 00,WaterwayBankProtection
35 42 13,PilingBankProtection
35 42 13,SteelSheetPilingBankProtection
35 42 13,TimberPilingBankProtection
35 42 13,PlasticPilingBankProtection
35 42 29,Grout-BagBankProtection
35 42 34,SoilReinforcementBankProtection
35 42 35,SlopeProtectionBankProtection
35 42 36,GabionBankProtection
35 42 37,RiprapBankProtection
35 42 53,WallBankProtection
35 42 53,ConcreteUnitMasonryWallBankProtection
35 42 53,SegmentalWallBankProtection
35 42 53,StoneWallBankProtection
35 43 00,WaterwayScourProtection
35 43 29,Grout-BagScourProtection
35 43 34,SoilReinforcementScourProtection
35 43 35,SlopeProtectionScourProtection
35 43 36,GabionScourProtection
35 43 37,RiprapScourProtection
35 43 53,WallScourProtection
35 43 53,ConcreteUnitMasonryWallScourProtection
35 43 53,SegmentalWallScourProtection
35 43 53,StoneWallScourProtection
35 49 00,WaterwayStructures
35 49 13,Floodwalls
35 49 13,ConcreteFloodwalls
35 49 13,MasonryFloodwalls
35 49 23,WaterwayLocks
35 49 23,ConcreteWaterwayLocks
35 49 23,PilingWaterwayLocks
35 49 26,FloodgateMachinery
35 50 00,MarineConstructionandEquipment
35 51 00,FloatingConstruction
35 51 13,FloatingPiers
35 51 13,FloatingWoodPiers
35 51 13,FloatingPlasticPiers
35 51 23,Pontoons
35 52 00,OffshorePlatformConstruction
35 52 13,FixedOffshorePlatformConstruction
35 52 23,Semi-SubmersibleOffshorePlatformConstruction
35 52 33,FloatingOffshorePlatformConstruction
35 53 00,UnderwaterConstruction
35 53 23,UnderwaterHarborDeepening
35 53 33,UnderwaterPipelineConstruction
35 53 43,UnderwaterFoundationConstruction
35 53 53,UnderwaterStructuresConstruction
35 53 63,UnderwaterWaterproofing
35 59 00,MarineSpecialties
35 59 13,MarineFenders
35 59 13,PrestressedConcreteMarineFenderPiling
35 59 13,ResilientFoam-FilledMarineFenders
35 59 13,RubberMarineFenders
35 59 23,Buoys
35 59 23,MooringBuoys
35 59 23,AnchorPendantBuoys
35 59 23,NavigationBuoys
35 59 29,MooringDevices
35 59 29,Quick-ReleaseMooringHooks
35 59 29,LaserDockingSystems
35 59 29,Capstans
35 59 33,MarineBollardsandCleats
35 59 33,Cast-SteelMarineBollardsandCleats
35 59 33,Cast-IronMarineBollardsandCleats
35 59 33,Stainless-SteelMarineBollardsandCleats
35 59 33,PlasticMarineBollardsandCleats
35 59 93,MarineChainandAccessories
35 59 93,MarineChain
35 59 93,MarineShackles
35 59 93,MarineChainTensioners
35 70 00,DamConstructionandEquipment
35 71 00,GravityDams
35 71 13,ConcreteGravityDams
35 71 16,MasonryGravityDams
35 71 19,RockfillGravityDams
35 72 00,ArchDams
35 72 13,ConcreteArchDams
35 73 00,EmbankmentDams
35 73 13,EarthEmbankmentDam
35 73 16,RockEmbankmentDams
35 74 00,ButtressDams
35 74 13,ConcreteButtressDams
35 79 00,AuxiliaryDamStructures
35 79 13,FishLadders
35 79 13,ConcreteFishLadders
40 00 00,ProcessInterconnections
40 01 00,OperationandMaintenanceofProcess
,Interconnections
05 11 45,OperationandMaintenanceofGasandVaporProcessPiping
05 11 55,OperationandMaintenanceofLiquidsProcessPiping
05 11 65,OperationandMaintenanceofSolidandMixedMaterialsPipingand
,Chutes
40 01 40,OperationandMaintenanceofProcessPipingandEquipmentProtection
40 01 60,OperationandMaintenanceofProcessControlandProcessFacility
,EnterpriseManagementSystems
40 01 70,OperationandMaintenanceofInstrumentationforProcessSystems
40 01 90,OperationandMaintenanceofPrimaryControlDevices
40 05 00,CommonWorkResultsforProcessInterconnections
05 12 61,ExposedPipingInstallation
05 12 62,"Couplings,Adapters,andSpecialsforProcessPiping"
05 12 63,HangersandSupportsforProcessPiping
05 12 65,"WallPipes,FloorPipes,andPipeSleeves"
05 12 67,AluminumProcessPipe
05 12 68,BrassProcessPipe
05 12 69,BronzeProcessPipe
05 12 73,CopperProcessPipeandTubing
05 12 75,DuctileIronProcessPipe
05 12 77,High-AlloyNickelProcessPipeandTubing
05 12 79,StainlessSteelProcessPipeandTubing
40 05 23,DuplexandSuper-DuplexStainlessSteelProcessPipe
40 05 23,300-and400-SeriesStainlessSteelProcessPipe
40 05 23,Special-FabricationStainlessSteelProcessPipeandTubing
05 12 80,SteelProcessPipe
40 05 24,SteelPipeandTubingforAirandGasService
40 05 24,SteelPipeforWaterService
40 05 24,SteelPipeandTubingforProcessLiquidService
40 05 24,SteelPipeforBulkMaterialsConveyance
05 12 82,OtherMetalsProcessPipe
40 05 26,TitaniumProcessPipe
40 05 26,TantalumProcessPipe
40 05 26,ZirconiumProcessPipe
05 12 87,ThermoplasticProcessPipe
40 05 31,PolyvinylChlorideProcessPipe
40 05 31,ChlorinatedPolyvinylChlorideProcessPipe
40 05 31,ABSProcessPipe
40 05 31,PolypropyleneProcessPipe
40 05 32,PVDFProcessPipe
40 05 32,High-PurityPlasticProcessPipe
40 05 32,FlexiblePlasticTubing
40 05 33,High-DensityPolyethyleneProcessPipe
40 05 36,Fiberglass-ReinforcedPlasticProcessPipe
40 05 36,"Fiberglass-ReinforcedPlasticPipeforProcessAir,Gas,andOdorService"
40 05 36,Fiberglass-ReinforcedPlasticPipeforProcessLiquidService
40 05 37,CentrifugallyCastFiberglass-ReinforcedPolymerMortarProcessPipe
40 05 38,PTFEProcessPipe
40 05 39,ConcretePipe
40 05 39,ConcretePressureWaterPipe
40 05 39,ConcreteGravityandDrainageProcessPipe
40 05 51,CommonRequirementsforProcessValves
40 05 53,ProcessValvesFour-inchDiameterandLarger
40 05 56,"ProcessValves,SmallerthanFour-inchDiameter"
40 05 57,ActuatorsforProcessValvesandGates
40 05 57,ManualActuators
40 05 57,ElectricMotorActuators
40 05 57,HydraulicCylinderActuators
40 05 57,HydraulicActuatorSystems
40 05 58,PneumaticActuators
40 05 59,HydraulicGates
40 05 59,StopPlates
40 05 59,StopLogs
40 05 59,AluminumSlideGates
40 05 59,StainlessSteelSlideGates
40 05 59,Fiberglass-ReinforcedPlasticSlideGates
40 05 59,CastIronSlideGates
40 05 59,ButterflyGates
40 05 61,GateValves
40 05 61,SolidWedgeMetal-SeatedGateValves
40 05 61,DoubleDiscMetal-SeatedGateValves
40 05 61,Resilient-SeatedGateValves
40 05 61,KnifeGateValves
40 05 62,PlugValves
40 05 62,EccentricPlugValvesforGasService
40 05 62,EccentricPlugValvesforLiquidService
40 05 63,BallValves
40 05 63,AWWAMetal-SeatedBallValves
40 05 63,AWWAResilient-SeatedBallValves
40 05 63,MetallicBallValves
40 05 63,PlasticBallValves
40 05 64,ButterflyValves
40 05 64,Metal-SeatedButterflyValves
40 05 64,AWWAResilient-SeatedButterflyValves
40 05 64,MetallicIndustrialButterflyValves
40 05 64,PlasticIndustrialButterflyValves
40 05 64,ButterflyValvesinAirorGasService
40 05 64,High-PerformanceButterflyValvesinAirorGasService
40 05 64,DampersforCorrosiveGasService
40 05 65,ValvesforPumpControlandCheckService
40 05 65,AngleValves
40 05 65,ConeValves
40 05 65,GlobeValves
40 05 65,SwingCheckValves
40 05 65,TiltingDiscCheckValves
40 05 65,Double-DiskCheckValves
40 05 67,SpecializedPressureandFlow-ControlValves
40 05 67,Reduced-PressureZoneBackflowPreventersforProcessService
40 05 67,DoubleCheckValveAssemblyBackflowPreventersforProcessService
40 05 67,PressureVacuumBreakerBackflowPreventers
40 05 67,AtmosphericVacuumBreakerBackflowPreventers
40 05 67,HoseConnectionVacuumBreakerBackflowPreventers
40 05 67,BackpressureValves
40 05 67,Pressure-RegulatingValves
40 05 67,Pressure-ReliefValves
40 05 67,Direct-ActingSurgeReliefValvesforWaterService
40 05 67,Pilot-OperatedSurgeReliefValvesforWaterService
40 05 67,Pilot-OperatedSurgeArrestorValvesforWaterService
40 05 67,ElectronicSurgeAnticipatorValvesforWaterService
40 05 67,SurgeReliefValvesforWastewaterService
40 05 67,ElectronicSurgeAnticipatorValvesforWastewaterService
40 05 71,SolidsHandlingValves
40 05 71,DuckbillCheckValves
40 05 71,FlapGates
40 05 71,MudValves
40 05 71,TelescopingValves
40 05 73,Special-ApplicationProcessValves
40 05 73,AltitudeValves
40 05 73,FloatValves
40 05 73,Anti-CavitationValves
40 05 74,Flexible-ClosureValves
40 05 74,DiaphragmValves
40 05 74,PinchValves
40 05 76,Hot-TappingValvesandAppurtenances
40 05 76,TappingSleevesandValves
40 05 76,TappingMachines
40 05 76,LineStops
40 05 78,AirValvesforWaterandWastewaterService
40 05 78,AirReleaseValvesforWaterService
40 05 78,Air/VacuumValvesforWaterService
40 05 78,Vacuum-BreakingValvesforWaterService
40 05 78,CombinationAirValvesforWaterService
40 05 78,AirReleaseValvesforWastewaterService
40 05 78,Air/VacuumValvesforWastewaterService
40 05 78,Vacuum-BreakingValvesforWastewaterService
40 05 78,CombinationAirValvesforWastewaterService
40 05 81,HydrantsandHoseBibbsforProcessService
40 05 81,FireHydrants
40 05 81,YardHydrants
40 05 81,Freeze-ProofYardHydrants
40 05 81,HoseBibbs
40 05 82,SolenoidValvesforProcessService
40 05 89,ValveAccessories
40 05 89,BasketStrainersforProcessService
40 05 89,NeedleValves
40 05 89,Quick-ConnectCouplers
40 05 93,CommonMotorRequirementsforProcessEquipment
40 05 96,VibrationandSeismicControlsforProcessEquipment
40 05 97,IdentificationforProcessEquipment
40 06 00,SchedulesforProcessInterconnections
05 12 97,SchedulesforGasandVaporProcessPipingandDuctwork
05 13 07,SchedulesforLiquidsProcessPiping
05 13 17,SchedulesforSolidandMixedMaterialsPipingandChutes
40 06 40,SchedulesforProcessPipingandEquipmentProtection
40 06 60,SchedulesforProcessControlandProcessFacilityEnterprise
,ManagementSystems
40 06 70,SchedulesofInstrumentationforProcessSystems
40 06 90,SchedulesforPrimaryControlDevices
40 10 00,GasandVaporProcessPipingand
,Ductwork
40 11 00,SteamProcessPiping
05 14 53,Low-PressureSteamProcessPiping
05 14 56,Intermediate-PressureSteamProcessPiping
05 14 59,High-PressureSteamProcessPiping
05 14 63,CondensateProcessPipingforProcessApplications
40 12 00,CompressedAirProcessPiping
05 14 83,CompressedAirProcessPipingforBreathingService
05 14 93,Low-PressureCompressedAirProcessPiping
40 12 53,High-PressureCompressedAirProcessPiping
40 13 00,ProcessDuctwork
40 15 00,CombustionSystemGasPiping
40 15 13,CombustionAirPiping
40 15 16,OxygenCombustionSystemGasPiping
40 15 19,Flue-GasCombustionSystemPiping
40 15 23,Exothermic-GasCombustionSystemPiping
40 15 26,Endothermic-GasCombustionSystemPiping
40 15 29,Dissociated-Ammonia-GasCombustionSystemPiping
40 16 00,SpecialtyandHigh-PurityGasesPiping
40 16 13,AmmoniaGasPiping
40 16 16,BoronGasPiping
40 16 17,ChlorineGasPiping
40 16 26,DiboraneGasPiping
40 16 29,FluorineGasPiping
40 16 33,HydrogenSulfideGasPiping
40 16 36,Nitrous-OxideGasProcessPiping
40 16 37,OxygenGasProcessPiping
40 16 39,OzoneGasProcessPiping
40 16 43,PhosphineGasPiping
40 16 46,SilaneGasPiping
40 16 49,Sulfur-DioxideGasPiping
40 16 53,SpecialtyGasMixturesPiping
40 16 56,High-PurityGasPipingComponents
40 17 00,WeldingandCuttingGasesPiping
40 17 13,AcetyleneWeldingandCuttingPiping
40 17 16,Acetylene-HydrogenMixWeldingandCuttingPiping
