stage,csi_code,csi_code_description
NON-BILLABLE,90-10-850,SHOWER DOORS
NON-BILLABLE,90-10-880,SCALE
NON-BILLABLE,90-10-900,WARDROBE & CLOSET SPECIALTIES
NON-BILLABLE,90-11-000,EQUIPMENT
NON-BILLABLE,90-11-010,MAINTENANCE EQUIPMENT
NON-BILLABLE,90-11-012,WINDOW WASH SYSTEM
NON-BILLABLE,90-11-020,SECURITY & VAULT EQUIPMENT
NON-BILLABLE,90-11-030,TELLER & SERVICE EQUIPMENT
NON-BILLABLE,90-11-040,ECCLESIASTICAL EQUIPMENT
NON-BILLABLE,90-11-050,LIBRARY EQUIPMENT
NON-BILLABLE,90-11-051,VACUUM CLEANING SYSTEM
NON-BILLABLE,90-11-060,THEATER & STAGE EQUIPMENT
NON-BILLABLE,90-11-070,INSTRUMENTAL EQUIPMENT
NON-BILLABLE,90-11-080,REGISTRATION EQUIPMENT
NON-BILLABLE,90-11-090,CHECKROOM EQUIPMENT
NON-BILLABLE,90-11-100,MERCANTILE EQUIPMENT
NON-BILLABLE,90-11-110,COMMERCIAL LAUNDRY & DRY CLEAN
NON-BILLABLE,90-11-120,VENDING EQUIPMENT
NON-BILLABLE,90-11-130,AUDIO-VISUAL EQUIPMENT
NON-BILLABLE,90-11-140,VEHICLE SERVICE EQUIPMENT
NON-BILLABLE,90-11-150,PARKING CONTROL EQUIPMENT
NON-BILLABLE,90-11-160,LOADING DOCK EQUIPMENT
NON-BILLABLE,90-11-170,SOLID WASTE HANDLING EQUIPMENT
NON-BILLABLE,90-11-190,DETENTION EQUIPMENT
NON-BILLABLE,90-11-200,WATER SUPPLY & TREATMENT EQUIP
NON-BILLABLE,90-11-250,WATER SOFTENING EQUIPMENT
NON-BILLABLE,90-11-280,HYDRAULIC GATES & VALVES
NON-BILLABLE,90-11-300,FLUID WASTE TREATMENT & DISPOS
NON-BILLABLE,90-11-400,FOOD SERVICE EQUIPEMENT
NON-BILLABLE,90-11-405,FOOD STORAGE EQUIPMENT
NON-BILLABLE,90-11-410,FOOD PREPARATION EQUIPMENT
NON-BILLABLE,90-11-415,FOOD DELIVERY CARTS & CONVEYOR
NON-BILLABLE,90-11-420,FOOD COOKING EQUIPMENT
NON-BILLABLE,90-11-425,HOOD & VENTILATION EQUIPMENT
NON-BILLABLE,90-11-430,FOOD DISPENSING EQUIPMENT
NON-BILLABLE,90-11-435,ICE MACHINES
NON-BILLABLE,90-11-440,CLEANING & DISPOSAL EQUIPMENT
NON-BILLABLE,90-11-450,APPLIANCES
NON-BILLABLE,90-11-460,UNIT KITCHENS
NON-BILLABLE,90-11-470,DARKROOM EQUIPMENT
NON-BILLABLE,90-11-480,ATHLETIC RECREATIONAL & THERAP
NON-BILLABLE,90-11-482,ATHLETIC EQUIPMENT
NON-BILLABLE,90-11-485,EQUESTRIAN EQUIPMENT
NON-BILLABLE,90-11-490,EDUCATIONAL EQUIPMENT
NON-BILLABLE,90-11-500,INDUSTRIAL & PROCESS EQUIPMENT
NON-BILLABLE,90-11-600,LABORATORY EQUIPMENT
NON-BILLABLE,90-11-680,OFFICE EQUIPMENT
NON-BILLABLE,90-11-700,MEDICAL EQUIPMENT
NON-BILLABLE,90-12-000,FURNISHINGS
NON-BILLABLE,90-12-300,MANUFACTURED CASEWORK
NON-BILLABLE,90-12-310,MANUFACTURED METAL CASEWORK
NON-BILLABLE,90-12-320,MANUFACTURED WOOD CASEWORK
NON-BILLABLE,90-12-350,SPECIALTY CASEWORK
NON-BILLABLE,90-12-400,FURNISHINGS & ACCESSORIES
NON-BILLABLE,90-12-410,OFFICE ACCESSORIES
NON-BILLABLE,90-12-420,TABLE ACCESSORIES
NON-BILLABLE,90-12-490,WINDOW TREATMENT
NON-BILLABLE,90-12-500,FURNITURE
NON-BILLABLE,90-12-505,PLATFORM CURTAINS
NON-BILLABLE,90-12-510,OFFICE FURNITURE
NON-BILLABLE,90-12-520,SEATING
NON-BILLABLE,90-12-540,HOSPITALITY FURNITURE
NON-BILLABLE,90-12-550,FABRIC
NON-BILLABLE,90-12-560,INSTITUTIONAL FURNITURE
NON-BILLABLE,90-12-580,RESIDENTIAL FURNITURE
NON-BILLABLE,90-12-600,MULTIPLE SEATING
NON-BILLABLE,90-12-610,FIXED AUDIENCE SEATING
NON-BILLABLE,90-12-620,PORTABLE AUDIENCE SEATING
NON-BILLABLE,90-12-640,BOOTHS & TABLES
NON-BILLABLE,90-12-660,TELESCOPING STANDS
NON-BILLABLE,90-12-670,PEWS & BENCHES
NON-BILLABLE,90-12-680,SEAT & TABLE ASSEMBLIES
NON-BILLABLE,90-12-700,SYSTEMS FURNITURE
NON-BILLABLE,90-12-800,INTERIOR PLANTS & PLANTERS
NON-BILLABLE,90-12-810,INTERIOR LIVE PLANTS
NON-BILLABLE,90-12-820,INTERIOR ARTIFICIAL PLANTS
NON-BILLABLE,90-12-830,INTERIOR PLANTERS
NON-BILLABLE,90-12-900,FURNISHINGS RESTORATION & REPA
NON-BILLABLE,90-13-000,SPECIAL CONSTRUCTION
NON-BILLABLE,90-13-030,SPECIAL PURPOSE ROOMS
NON-BILLABLE,90-13-100,LIGHTNING PROTECTION
NON-BILLABLE,90-13-110,LIGHTNING PROTECTION
NON-BILLABLE,90-13-120,PRE-ENGINEERED STRUCTURES
NON-BILLABLE,90-13-125,EQUESTRIAN STALLS
NON-BILLABLE,90-13-150,SWIMMING POOLS
NON-BILLABLE,90-13-152,SWIMMING POOL EQUIPMENT
NON-BILLABLE,90-13-160,WET WALL
NON-BILLABLE,90-13-170,TUBS & POOLS
NON-BILLABLE,90-13-175,ICE RINKS
NON-BILLABLE,90-13-185,KENNELS & ANIMAL SHELTERS
NON-BILLABLE,90-13-200,STORAGE TANKS
NON-BILLABLE,90-13-700,SECURITY SYSTEMS
NON-BILLABLE,90-13-710,SECURITY SYSTEMS
NON-BILLABLE,90-13-900,FIRE SUPPRESSION
NON-BILLABLE,90-13-935,DRY-PIPE FIRE SUPRESSION SPRKL
NON-BILLABLE,90-14-000,CONVEYING SYSTEMS
NON-BILLABLE,90-14-100,DUMBWAITERS
NON-BILLABLE,90-14-110,DUMBWAITERS
NON-BILLABLE,90-14-200,ELEVATORS
NON-BILLABLE,90-14-205,ELEVATOR CAB FINISHES
NON-BILLABLE,90-14-210,ELEVATORS
NON-BILLABLE,90-14-215,ELEVATOR REPAIRS
NON-BILLABLE,90-14-300,ESCALATORS & MOVING WALKS
NON-BILLABLE,90-14-400,LIFTS
NON-BILLABLE,90-14-410,BOAT LIFT
NON-BILLABLE,90-14-420,WHEELCHAIR LIFTS
NON-BILLABLE,90-14-430,LOADING PLATFORM
NON-BILLABLE,90-14-700,PNEUMATIC TUBE SYSTEM
NON-BILLABLE,90-14-710,PNEUMATIC TUBE SYSTEM
NON-BILLABLE,90-15-000,MECHANICAL
NON-BILLABLE,90-15-010,MISCELLANEOUS PLUMBING
NON-BILLABLE,90-15-100,BUILDING SERVICES PIPING
NON-BILLABLE,90-15-102,PLUMBING
NON-BILLABLE,90-15-200,PROCESS PIPING
NON-BILLABLE,90-15-210,PROCESS AIR & GAS PIPING
NON-BILLABLE,90-15-230,INDUSTRIAL PROCESS PIPING
NON-BILLABLE,90-15-300,FIRE PROTECTION PIPING
NON-BILLABLE,90-15-301,FIRE PROTECTION DEMO
NON-BILLABLE,90-15-302,TEMPORARY FIRE PROTECTION
NON-BILLABLE,90-15-310,FIRE SPRINKLERS
NON-BILLABLE,90-15-400,PLUMBING FIXTURES & EQUIPMENT
NON-BILLABLE,90-15-401,PLUMBING DEMO
NON-BILLABLE,90-15-402,TEMPORARY PLUMBING
NON-BILLABLE,90-15-410,PLUMBING
NON-BILLABLE,90-15-415,RWL PIPING
NON-BILLABLE,90-15-450,PLUMBING FIXTURES
NON-BILLABLE,90-15-451,DIESEL FUEL PIPING
NON-BILLABLE,90-15-452,HOT WATER TANKS
NON-BILLABLE,90-15-500,HEAT-GENERATION EQUIPMENT
NON-BILLABLE,90-15-510,HEATING BOILERS & ACCESSORIES
NON-BILLABLE,90-15-560,EXHAUST SYSTEM
NON-BILLABLE,90-15-600,REFRIGERATION EQUIPMENT
NON-BILLABLE,90-15-610,REFRIGERATION COMPRESSORS
NON-BILLABLE,90-15-640,HVAC CURBS
NON-BILLABLE,90-15-652,SPECIAL REFRIGERATION
NON-BILLABLE,90-15-700,HVAC
NON-BILLABLE,90-15-701,HVAC DEMO
NON-BILLABLE,90-15-702,TEMPORARY HVAC
NON-BILLABLE,90-15-710,HVAC
NON-BILLABLE,90-15-800,AIR DISTRIBUTION
NON-BILLABLE,90-15-810,DUCTS
NON-BILLABLE,90-15-820,FANS
NON-BILLABLE,90-15-900,HVAC INSTRUMENTAL & CONTROLS
NON-BILLABLE,90-15-905,HVAC INSTRUMENTATION
NON-BILLABLE,90-15-920,CONTROL PANEL
NON-BILLABLE,90-15-950,"TESTING, ADJUSTING & BALANCING"
NON-BILLABLE,90-16-000,ELECTRICAL
NON-BILLABLE,90-16-100,WIRING METHODS
NON-BILLABLE,90-16-101,ELECTRICAL DEMO
NON-BILLABLE,90-16-102,TEMPORARY ELECTRIC
NON-BILLABLE,90-16-103,COORDINATION STUDY
NON-BILLABLE,90-16-110,ELECTRICAL
NON-BILLABLE,90-16-111,NEON LIGHT
NON-BILLABLE,90-16-112,EXTERIOR ELECTRIC
NON-BILLABLE,90-16-200,ELECTRICAL POWER
NON-BILLABLE,90-16-230,GENERATOR ASSEMBLIES
NON-BILLABLE,90-16-240,BATTERY EQUIPMENT
NON-BILLABLE,90-16-260,PV SYSTEMS
NON-BILLABLE,90-16-265,PV SYSTEMS CONDUIT
NON-BILLABLE,90-16-270,TRANSFORMERS
NON-BILLABLE,90-16-300,TRANSMISSION & DISTRIBUTION
NON-BILLABLE,90-16-310,TRANSMISSION & DISTRIBUTION
NON-BILLABLE,90-16-400,LOW VOLTAGE DISTRIBUTION
NON-BILLABLE,90-16-500,LIGHTING
NON-BILLABLE,90-16-510,INTERIOR LIGHTING FIXTURES
NON-BILLABLE,90-16-515,LIGHTING
NON-BILLABLE,90-16-520,EXTERIOR LIGHTING
NON-BILLABLE,90-16-530,EMERGENCY LIGHTING
NON-BILLABLE,90-16-570,LIGHTING CONTROL SYSTEM
NON-BILLABLE,90-16-700,COMMUNICATIONS
NON-BILLABLE,90-16-710,MUSIC INTERCOM SYSTEM
NON-BILLABLE,90-16-721,FIRE ALARM
NON-BILLABLE,90-16-722,SECURITY SYSTEM
NON-BILLABLE,90-16-740,COMMUNICATION & DATA PROCESSIN
NON-BILLABLE,90-16-752,TELEPHONE SYSTEM
NON-BILLABLE,90-16-800,SOUND & VIDEO
NON-BILLABLE,90-16-810,SOUND & VIDEO CIRCUITS
NON-BILLABLE,90-16-850,TELEVISION EQUIPMENT
NON-BILLABLE,90-16-880,MULTIMEDIA EQUIPMENT
NON-BILLABLE,90-17-000,LABOR BURDEN
NON-BILLABLE,90-17-100,LABOR BURDEN
NON-BILLABLE,90-17-110,LABOR BURDEN
NON-BILLABLE,90-18-000,ALLOWANCES
NON-BILLABLE,90-18-100,ALLOWANCES
NON-BILLABLE,90-18-105,GENERAL LIABILITY INSURANCE
NON-BILLABLE,90-18-108,CONSTRUCTION MGMT FEE
NON-BILLABLE,90-18-110,CONTRACTOR'S FEE
NON-BILLABLE,90-18-115,OVERHEAD & PROFIT
NON-BILLABLE,90-18-120,GENERAL LIABILITY INSURANCE
NON-BILLABLE,90-18-121,CM MANAGEMENT FEE
NON-BILLABLE,90-18-125,TEAMING PARTNER STAFFING
NON-BILLABLE,90-18-130,GENERAL CONDITIONS
NON-BILLABLE,90-18-140,OWNER'S CONTINGENCY
NON-BILLABLE,90-18-141,CONTRACTOR'S CONTINGENCY
NON-BILLABLE,90-18-142,CONSTRUCTION DWGS CONTINGENCY
NON-BILLABLE,90-18-143,CONSTRUCTION CONTINGENCY
NON-BILLABLE,90-18-145,OWNER'S ALLOWANCE
NON-BILLABLE,90-18-150,SALES TAX RECOVERY
NON-BILLABLE,90-18-160,GENERAL LIABILITY INSURANCE
NON-BILLABLE,90-18-170,PAYMENT & PERFORMANCE BOND
NON-BILLABLE,90-18-190,BUILDER'S RISK
NON-BILLABLE,90-19-000,ADDITIONS TO THE CONTRACT
WARRANTY,99-00-000,WARRANTY WORK
WARRANTY,99-01-000,GENERAL CONDITIONS
WARRANTY,99-01-022,CONTINGENCY
WARRANTY,99-01-025,PLAN COPY EXPENSE
WARRANTY,99-01-030,GENERAL CONDITIONS
WARRANTY,99-01-100,PERMIT-BOND INSURANCE
WARRANTY,99-01-105,PERMITS
WARRANTY,99-01-110,BUILDING PERMIT
WARRANTY,99-01-115,PERMIT REVISIONS
WARRANTY,99-01-200,PRICE & PAYMENT PROCEDURES
WARRANTY,99-01-300,ADMINISTRATIVE REQUIREMENTS
WARRANTY,99-01-301,CLERICAL
WARRANTY,99-01-302,VDC DIRECTOR
WARRANTY,99-01-304,INTERN
WARRANTY,99-01-305,SR PROJECT MANAGER
WARRANTY,99-01-308,ASSISTANT PROJECT MANAGER
WARRANTY,99-01-309,EXECUTIVE ASSISTANT
WARRANTY,99-01-310,ACCOUNTING
WARRANTY,99-01-311,EXECUTIVE MANAGEMENT
WARRANTY,99-01-312,LEED AP
WARRANTY,99-01-314,SUPERVISION
WARRANTY,99-01-315,FOREMAN
WARRANTY,99-01-316,PROJECT ADMINISTRATOR
WARRANTY,99-01-317,PROJECT COORDINATOR
WARRANTY,99-01-318,PROJECT MANAGER
WARRANTY,99-01-319,VEHICLE EXPENSE
WARRANTY,99-01-340,SCHEDULING
WARRANTY,99-01-400,QUALITY REQUIREMENTS
WARRANTY,99-01-405,GENERAL ATTORNEY
WARRANTY,99-01-410,ARCHITECTURE DESIGN
WARRANTY,99-01-412,SHOP DRAWINGS
WARRANTY,99-01-413,ESTIMATING
WARRANTY,99-01-414,DRAFTING
WARRANTY,99-01-415,LEED CONSULTING
WARRANTY,99-01-422,ENGINEERING
WARRANTY,99-01-424,THRESHOLD INSPECTOR
WARRANTY,99-01-425,SITE PLAN
WARRANTY,99-01-426,SURVEY
WARRANTY,99-01-430,CIVIL
WARRANTY,99-01-435,PROPERTY MANAGEMENT
WARRANTY,99-01-450,QUALITY CONTROL
WARRANTY,99-01-455,SPECIAL INSPECTOR
WARRANTY,99-01-457,TESTING & INSPECTION SERVICES
WARRANTY,99-01-459,UNDERGROUND INVESTIGATION
WARRANTY,99-01-460,SAFETY
WARRANTY,99-01-500,TEMPORARY FACILITIES & CONTROL
WARRANTY,99-01-505,MISC CONSUMABLES
WARRANTY,99-01-510,TEMPORARY UTILITIES
WARRANTY,99-01-511,TEMPORARY ELECTRICITY
WARRANTY,99-01-513,FUEL OR GAS
WARRANTY,99-01-514,TEMP HEATING/COOLING/VENTILATI
WARRANTY,99-01-515,TEMPORARY FENCE
WARRANTY,99-01-517,TEMPORARY TELEPHONE
WARRANTY,99-01-518,TEMPORARY WATER
WARRANTY,99-01-520,CONSTRUCTION FACILITIES
WARRANTY,99-01-521,FIELD OFFICES & SHEDS
WARRANTY,99-01-522,FIRST AID
WARRANTY,99-01-523,SANITARY FACILITIES
WARRANTY,99-01-525,GENERATORS & GAS
WARRANTY,99-01-530,TEMPORARY CONSTRUCTION
WARRANTY,99-01-531,COMPUTER SOFTWARE & LICENSING
WARRANTY,99-01-532,OFFICE EQUIPMENT & SUPPLIES
WARRANTY,99-01-533,COMPUTER HARDWARE
WARRANTY,99-01-534,SITE STORAGE
WARRANTY,99-01-535,PARKING
WARRANTY,99-01-536,COMPUTER OPERATION & MAINT
WARRANTY,99-01-540,CONSTRUCTION AIDS
WARRANTY,99-01-541,CONSTR ELEVATORS HOISTS & CRAN
WARRANTY,99-01-542,SCAFFOLDING & PLATFORMS
WARRANTY,99-01-544,EQUIPMENT RENTAL
WARRANTY,99-01-550,VEHICULAR ACCESS & PARKING
WARRANTY,99-01-552,JOB SIGN
WARRANTY,99-01-554,TEMPORARY ROADS
WARRANTY,99-01-555,TRAFFIC CONTROL
WARRANTY,99-01-556,PARKING
WARRANTY,99-01-560,TEMPORARY BARRIERS & ENCLOSURE
WARRANTY,99-01-562,BARRICADES
WARRANTY,99-01-563,DUST BARRIERS
WARRANTY,99-01-565,"ICE, CUPS & WATER COOLER"
WARRANTY,99-01-567,PROTECTIVE WALKWAYS
WARRANTY,99-01-568,SECURITY MEASURES
WARRANTY,99-01-569,TREE & PLANT PROTECTION
WARRANTY,99-01-570,TEMPORARY CONTROLS
WARRANTY,99-01-571,EROSION & SEDIMENT CONTROL
WARRANTY,99-01-572,PEST CONTROL
WARRANTY,99-01-580,PROJECT IDENTIFICATION
WARRANTY,99-01-581,PROJECT SIGNS
WARRANTY,99-01-600,MATERIALS & EQUIPMENT
WARRANTY,99-01-610,BASIC PRODUCT REQUIREMENTS
WARRANTY,99-01-612,JOBSITE CONSUMABLES
WARRANTY,99-01-620,MATERIAL HANDLING & ERRANDS
WARRANTY,99-01-640,OWNER-FURNISHED PRODUCTS
WARRANTY,99-01-650,PRODUCT DELIVERY REQUIREMENTS
WARRANTY,99-01-660,PRODUCT STORAGE & HANDLING
WARRANTY,99-01-700,EXECUTION REQUIREMENTS
WARRANTY,99-01-720,LAYOUT
WARRANTY,99-01-723,PROTECT ADJACENT CONSTRUCTION
WARRANTY,99-01-724,SURVEYING
WARRANTY,99-01-740,MOLD REMIDIATION
WARRANTY,99-01-741,FINAL CLEANING
WARRANTY,99-01-742,PROGRESS CLEANING
WARRANTY,99-01-743,SITE MAINTENANCE
WARRANTY,99-01-744,TRASH REMOVAL
WARRANTY,99-01-745,DUMPSTERS
WARRANTY,99-01-760,PROTECT INSTALLED CONSTRUCTION
WARRANTY,99-01-770,CLOSEOUT PROCEDURES
WARRANTY,99-01-772,PUNCHLIST
WARRANTY,99-01-774,PROJECT CLOSEOUT
WARRANTY,99-01-790,WARRANTY WORK
WARRANTY,99-01-800,ARCHITECTURAL SERVICES
WARRANTY,99-01-820,CONSTRUCTION DOCUMENTS
WARRANTY,99-01-821,LEED CERTIFICATION
WARRANTY,99-01-830,SHOP DRAWINGS
WARRANTY,99-01-840,PERMITTING & GOVERNMENT APPROV
WARRANTY,99-01-850,CONSTRUCTION ADMINISTRATION
WARRANTY,99-01-860,SCHEMATIC DESIGN
WARRANTY,99-01-870,PHOTOGRAPHS
WARRANTY,99-01-915,COMMISSIONING
WARRANTY,99-02-000,SITEWORK
WARRANTY,99-02-010,SITEWORK
WARRANTY,99-02-055,SOILS
WARRANTY,99-02-060,AGGREGATE
WARRANTY,99-02-070,GEOSYNTHETICS
WARRANTY,99-02-100,SITE REMEDIATION
WARRANTY,99-02-101,CLEARING HAND
WARRANTY,99-02-102,CLEARING & GRUBBING
WARRANTY,99-02-104,SHRUB & TREE RELOCATION
WARRANTY,99-02-110,EXCAV REMOVE HNDL HAZARDOUS MA
WARRANTY,99-02-111,ASBESTOS ABATEMENT
WARRANTY,99-02-112,"INTERIOR CLEAN-UP, DEMO, EMERG"
WARRANTY,99-02-115,UNDERGROUND STORAGE TANK REMOV
WARRANTY,99-02-120,OFF-SITE TRANSPORTATION & DISP
WARRANTY,99-02-150,HAZARDOUS WASTE RECOVERY
WARRANTY,99-02-200,SITE PREPARATION
WARRANTY,99-02-201,SURVEY
WARRANTY,99-02-210,SUBSURFACE INVESTIGATION
WARRANTY,99-02-211,BORING & EXPLORATORY DRILLING
WARRANTY,99-02-212,CORE DRILLING
WARRANTY,99-02-213,GEOPHYSICAL INVESTIGATIONS
WARRANTY,99-02-215,RIP RAP
WARRANTY,99-02-216,STANDARD PENETRATION TESTING
WARRANTY,99-02-217,TEST PITS
WARRANTY,99-02-218,EXPLORATORY DEMOLITION
WARRANTY,99-02-220,SITE DEMOLITION
WARRANTY,99-02-221,BUILDING DEMOLITION
WARRANTY,99-02-222,MINOR DEMOLITION FOR REMODELIN
WARRANTY,99-02-223,SELECTIVE SITE DEMOLITION
WARRANTY,99-02-224,FILL (REMOVE FILL FROM SITE)
WARRANTY,99-02-225,ASBESTOS ABATEMENT
WARRANTY,99-02-226,DEMUCKING
WARRANTY,99-02-227,WASTE MATERIAL DISPOSAL
WARRANTY,99-02-228,SILT MONITOR
WARRANTY,99-02-230,SITE CLEARING
WARRANTY,99-02-231,CLEARING & GRUBBING
WARRANTY,99-02-232,SELECTIVE CLEARING
WARRANTY,99-02-233,SELECTIVE TREE REMOVAL & TRIMM
WARRANTY,99-02-234,SOD STRIPPING
WARRANTY,99-02-236,TREE PRUNING
WARRANTY,99-02-240,DEWATERING
WARRANTY,99-02-250,SHORING & UNDERPINNING
WARRANTY,99-02-251,FOUNDATION GROUTING
WARRANTY,99-02-254,SHEETPILING
WARRANTY,99-02-257,SOIL STABILIZATION
WARRANTY,99-02-258,UNDERPINNING
WARRANTY,99-02-259,VIBROFLOTATION & DENSIFICATION
WARRANTY,99-02-260,EXCAVATION SUPPORT & PROTECTIO
WARRANTY,99-02-261,ANCHOR TIEBACKS
WARRANTY,99-02-276,SEAWALL
WARRANTY,99-02-290,SITE MONITORING
WARRANTY,99-02-300,EARTHWORK
WARRANTY,99-02-310,EARTHWORK
WARRANTY,99-02-311,FINISH GRADING
WARRANTY,99-02-312,ROUGH GRADING
WARRANTY,99-02-315,EXCAVATION & FILL
WARRANTY,99-02-316,BACKFILL
WARRANTY,99-02-317,COMPACTION
WARRANTY,99-02-318,EXCAVATION
WARRANTY,99-02-319,FILL
WARRANTY,99-02-320,AUGER PILES
WARRANTY,99-02-322,LAYOUT
WARRANTY,99-02-323,PILE LOG
WARRANTY,99-02-325,DREDGING
WARRANTY,99-02-330,PRESSURE GROUT
WARRANTY,99-02-335,SUBGRADE & ROADBED
WARRANTY,99-02-340,SOIL STABILIZATION
WARRANTY,99-02-350,GUNITE RETAINING WALL (ALLOWAN
WARRANTY,99-02-360,SOIL TREATMENT
WARRANTY,99-02-370,EROSION & SEDIMENTATION CONTRO
WARRANTY,99-02-371,DUST CONTROL
WARRANTY,99-02-390,SHORELINE PROTECTION & MOORING
WARRANTY,99-02-400,TUNNELING BORING & JACKING
WARRANTY,99-02-445,BORING OR JACKING
WARRANTY,99-02-450,FOUNDATION & LOAD-BEARING ELEM
WARRANTY,99-02-455,DRIVEN PILES
WARRANTY,99-02-456,CAST-IN-PLACE CONCRETE PILES
WARRANTY,99-02-457,DRIVEN PILE LOAD TESTS
WARRANTY,99-02-458,PRECAST CONCRETE PILES
WARRANTY,99-02-465,BORED PILES
WARRANTY,99-02-466,AUGER CAST GROUT PILES
WARRANTY,99-02-467,BORED & AUGERED PILE LOAT TEST
WARRANTY,99-02-468,BORED & AUGERED PILE REPAIRS
WARRANTY,99-02-469,LAYOUT
WARRANTY,99-02-470,SPOIL REMOVAL
WARRANTY,99-02-471,ENGINEERING & MONITORING
WARRANTY,99-02-480,FOUNDATION WALLS
WARRANTY,99-02-495,INSTRUMENTATION & MONITORING
WARRANTY,99-02-500,SITE DRAINAGE
WARRANTY,99-02-505,SITE UTILITIES
WARRANTY,99-02-510,WATER DISTRIBUTION
WARRANTY,99-02-520,WELLS
WARRANTY,99-02-530,SANITARY SEWERAGE
WARRANTY,99-02-540,SEPTIC TANK SYSTEMS
WARRANTY,99-02-550,SITE UTILITIES
WARRANTY,99-02-560,"SITE FIRE, TAP, INSP. STREET R"
WARRANTY,99-02-580,ELECTRICAL & COMMUNICATION STR
WARRANTY,99-02-590,SITE GROUNDING
WARRANTY,99-02-600,DRAINAGE & CONTAINMENT
WARRANTY,99-02-604,SHELL BASE
WARRANTY,99-02-608,CRUSHED STONE
WARRANTY,99-02-610,PIPE CULVERTS
WARRANTY,99-02-612,CONCRETE PAVING
WARRANTY,99-02-613,PREPARATION WORK FOR PAVER SYS
WARRANTY,99-02-615,CONCRETE PAVER SYSTEMS
WARRANTY,99-02-616,TILE PAVERS
WARRANTY,99-02-620,SUBDRAINAGE
WARRANTY,99-02-630,STORM DRAINAGE
WARRANTY,99-02-634,DECKS
WARRANTY,99-02-640,CULVERTS & MFG CONSTRUCTION
WARRANTY,99-02-700,BASES BALLASTS PAVEMENT & APPU
WARRANTY,99-02-710,BOUND BASE COURSES
WARRANTY,99-02-712,PLANTER WALLS
WARRANTY,99-02-720,UNBOUND BASE COURSES & BALLAST
WARRANTY,99-02-730,AGGREGATE SURFACING
WARRANTY,99-02-740,ASPHALT PAVEMENT
WARRANTY,99-02-750,RIGID PAVEMENT
WARRANTY,99-02-755,CEMENT CONCRETE SHOULDERS
WARRANTY,99-02-760,PAVING SPECIALTIES
WARRANTY,99-02-763,PAINTED TRAFFIC LINES & MARKIN
WARRANTY,99-02-768,STAMPED PATTERN CONCRETE PAVEM
WARRANTY,99-02-770,CURBS & GUTTERS
WARRANTY,99-02-775,SIDEWALKS
WARRANTY,99-02-780,UNIT PAVERS
WARRANTY,99-02-785,ASPHALT PAVEMENT COATING
WARRANTY,99-02-790,ATHLETIC & RECREATIONAL SURFAC
WARRANTY,99-02-792,TENNIS COURT
WARRANTY,99-02-795,POROUS PAVEMENT
WARRANTY,99-02-800,LANDSCAPING
WARRANTY,99-02-805,LANDSCAPING
WARRANTY,99-02-806,LANDSCAPE MAINTENANCE
WARRANTY,99-02-810,IRRIGATION SYSTEM
WARRANTY,99-02-815,FOUNTAINS
WARRANTY,99-02-820,FENCES & GATES
WARRANTY,99-02-821,CHAIN LINK FENCES & GATES
WARRANTY,99-02-822,ORNAMENTAL METAL FENCES & GATE
WARRANTY,99-02-824,ALUM FENCES & GATES
WARRANTY,99-02-825,WOOD FENCES & GATES
WARRANTY,99-02-830,RETAINING WALLS
WARRANTY,99-02-831,CAST-IN-PLACE CONCRETE RET WAL
WARRANTY,99-02-832,INTERLOCKING BLOCK RET WALLS
WARRANTY,99-02-833,MASONRY RETAINING WALLS
WARRANTY,99-02-834,PRECAST CONCRETE RETAINING WAL
WARRANTY,99-02-835,TIMBER RETAINING WALLS
WARRANTY,99-02-840,WALK ROAD & PARKING APPURTENAN
WARRANTY,99-02-841,BOLLARDS
WARRANTY,99-02-850,PREFABRICATED BRIDGES
WARRANTY,99-02-860,SCREENING DEVICES
WARRANTY,99-02-870,SITE FURNISHINGS
WARRANTY,99-02-880,PLAY FIELD EQUIP & STRUCTURES
WARRANTY,99-02-890,TRAFFIC SIGNS & SIGNALS
WARRANTY,99-02-895,MARKERS & MONUMENTS
WARRANTY,99-02-900,PLANTING
WARRANTY,99-02-905,TRANSPLANTING
WARRANTY,99-02-910,PLANT PREPARATION
WARRANTY,99-02-920,LAWNS & GRASSES
WARRANTY,99-02-930,EXTERIOR PLANTS
WARRANTY,99-02-935,PLANT MAINTENANCE
WARRANTY,99-02-945,PLANTING ACCESSORIES
WARRANTY,99-02-950,SITE RESTORATION & ACCESSORIES
WARRANTY,99-02-990,STRUCTURE MOVING
WARRANTY,99-03-000,CONCRETE
WARRANTY,99-03-010,CONCRETE WORK
WARRANTY,99-03-021,PILE CAPS/GRADE BEAMS FORMWK
WARRANTY,99-03-022,PILE CAPS/GRADE BEAMS REBAR
WARRANTY,99-03-023,PILE CAPS/G BEAMS CONCRETE
WARRANTY,99-03-031,SLAB ON GRADE/FORMWORK
WARRANTY,99-03-032,SLAB ON GRADE/REBAR
WARRANTY,99-03-033,SLAB ON GRADE CONCRETE
WARRANTY,99-03-041,COLUMNS/WALLS/FORMWORK
WARRANTY,99-03-042,COLUMNS/WALL REBAR
WARRANTY,99-03-043,COLUMNS/WALLS CONCRETE
WARRANTY,99-03-051,BEAM/FORMWORK
WARRANTY,99-03-052,BEAM REBAR
WARRANTY,99-03-053,BEAM CONCRETE
WARRANTY,99-03-061,ELEVATED/PT SLAB
WARRANTY,99-03-062,ELEVATED/PT SLAB REBAR
