stage,csi_code,csi_code_description
Contracted Work/GMP/Subcontracts,15-02-218,EXPLORATORY DEMOLITION
Contracted Work/GMP/Subcontracts,15-02-220,SITE DEMOLITION
Contracted Work/GMP/Subcontracts,15-02-221,BUILDING DEMOLITION
Contracted Work/GMP/Subcontracts,15-02-222,MINOR DEMOLITION FOR REMODELIN
Contracted Work/GMP/Subcontracts,15-02-223,SELECTIVE SITE DEMOLITION
Contracted Work/GMP/Subcontracts,15-02-224,FILL (REMOVE FILL FROM SITE)
Contracted Work/GMP/Subcontracts,15-02-225,ASBESTOS ABATEMENT
Contracted Work/GMP/Subcontracts,15-02-226,DEMUCKING
Contracted Work/GMP/Subcontracts,15-02-227,WASTE MATERIAL DISPOSAL
Contracted Work/GMP/Subcontracts,15-02-228,SILT MONITOR
Contracted Work/GMP/Subcontracts,15-02-230,SITE CLEARING
Contracted Work/GMP/Subcontracts,15-02-231,CLEARING & GRUBBING
Contracted Work/GMP/Subcontracts,15-02-232,SELECTIVE CLEARING
Contracted Work/GMP/Subcontracts,15-02-233,SELECTIVE TREE REMOVAL & TRIMM
Contracted Work/GMP/Subcontracts,15-02-234,SOD STRIPPING
Contracted Work/GMP/Subcontracts,15-02-236,TREE PRUNING
Contracted Work/GMP/Subcontracts,15-02-240,DEWATERING
Contracted Work/GMP/Subcontracts,15-02-250,SHORING & UNDERPINNING
Contracted Work/GMP/Subcontracts,15-02-251,FOUNDATION GROUTING
Contracted Work/GMP/Subcontracts,15-02-254,SHEETPILING
Contracted Work/GMP/Subcontracts,15-02-257,SOIL STABILIZATION
Contracted Work/GMP/Subcontracts,15-02-258,UNDERPINNING
Contracted Work/GMP/Subcontracts,15-02-259,VIBROFLOTATION & DENSIFICATION
Contracted Work/GMP/Subcontracts,15-02-260,EXCAVATION SUPPORT & PROTECTIO
Contracted Work/GMP/Subcontracts,15-02-261,ANCHOR TIEBACKS
Contracted Work/GMP/Subcontracts,15-02-276,SEAWALL
Contracted Work/GMP/Subcontracts,15-02-290,SITE MONITORING
Contracted Work/GMP/Subcontracts,15-02-300,EARTHWORK
Contracted Work/GMP/Subcontracts,15-02-310,EARTHWORK
Contracted Work/GMP/Subcontracts,15-02-311,FINISH GRADING
Contracted Work/GMP/Subcontracts,15-02-312,ROUGH GRADING
Contracted Work/GMP/Subcontracts,15-02-315,EXCAVATION & FILL
Contracted Work/GMP/Subcontracts,15-02-316,BACKFILL
Contracted Work/GMP/Subcontracts,15-02-317,COMPACTION
Contracted Work/GMP/Subcontracts,15-02-318,EXCAVATION
Contracted Work/GMP/Subcontracts,15-02-319,FILL
Contracted Work/GMP/Subcontracts,15-02-320,AUGER PILES
Contracted Work/GMP/Subcontracts,15-02-322,LAYOUT
Contracted Work/GMP/Subcontracts,15-02-323,PILE LOG
Contracted Work/GMP/Subcontracts,15-02-325,DREDGING
Contracted Work/GMP/Subcontracts,15-02-330,PRESSURE GROUT
Contracted Work/GMP/Subcontracts,15-02-335,SUBGRADE & ROADBED
Contracted Work/GMP/Subcontracts,15-02-340,SOIL STABILIZATION
Contracted Work/GMP/Subcontracts,15-02-350,GUNITE RETAINING WALL (ALLOWAN
Contracted Work/GMP/Subcontracts,15-02-360,SOIL TREATMENT
Contracted Work/GMP/Subcontracts,15-02-370,EROSION & SEDIMENTATION CONTRO
Contracted Work/GMP/Subcontracts,15-02-371,DUST CONTROL
Contracted Work/GMP/Subcontracts,15-02-390,SHORELINE PROTECTION & MOORING
Contracted Work/GMP/Subcontracts,15-02-400,TUNNELING BORING & JACKING
Contracted Work/GMP/Subcontracts,15-02-411,CR LIBRARY FIR EPOXY REMOVSAL
Contracted Work/GMP/Subcontracts,15-02-412,CR HALLWAY FIR EPOXY REMOVAL
Contracted Work/GMP/Subcontracts,15-02-445,BORING OR JACKING
Contracted Work/GMP/Subcontracts,15-02-450,FOUNDATION & LOAD-BEARING ELEM
Contracted Work/GMP/Subcontracts,15-02-455,DRIVEN PILES
Contracted Work/GMP/Subcontracts,15-02-456,CAST-IN-PLACE CONCRETE PILES
Contracted Work/GMP/Subcontracts,15-02-457,DRIVEN PILE LOAD TESTS
Contracted Work/GMP/Subcontracts,15-02-458,PRECAST CONCRETE PILES
Contracted Work/GMP/Subcontracts,15-02-465,BORED PILES
Contracted Work/GMP/Subcontracts,15-02-466,AUGER CAST GROUT PILES
Contracted Work/GMP/Subcontracts,15-02-467,BORED & AUGERED PILE LOAT TEST
Contracted Work/GMP/Subcontracts,15-02-468,BORED & AUGERED PILE REPAIRS
Contracted Work/GMP/Subcontracts,15-02-469,LAYOUT
Contracted Work/GMP/Subcontracts,15-02-470,SPOIL REMOVAL
Contracted Work/GMP/Subcontracts,15-02-471,ENGINEERING & MONITORING
Contracted Work/GMP/Subcontracts,15-02-480,FOUNDATION WALLS
Contracted Work/GMP/Subcontracts,15-02-495,INSTRUMENTATION & MONITORING
Contracted Work/GMP/Subcontracts,15-02-500,SITE DRAINAGE
Contracted Work/GMP/Subcontracts,15-02-505,SITE UTILITIES
Contracted Work/GMP/Subcontracts,15-02-510,WATER DISTRIBUTION
Contracted Work/GMP/Subcontracts,15-02-520,WELLS
Contracted Work/GMP/Subcontracts,15-02-530,SANITARY SEWERAGE
Contracted Work/GMP/Subcontracts,15-02-540,SEPTIC TANK SYSTEMS
Contracted Work/GMP/Subcontracts,15-02-550,SITE UTILITIES
Contracted Work/GMP/Subcontracts,15-02-560,"SITE FIRE, TAP, INSP. STREET R"
Contracted Work/GMP/Subcontracts,15-02-580,ELECTRICAL & COMMUNICATION STR
Contracted Work/GMP/Subcontracts,15-02-590,SITE GROUNDING
Contracted Work/GMP/Subcontracts,15-02-600,DRAINAGE & CONTAINMENT
Contracted Work/GMP/Subcontracts,15-02-604,SHELL BASE
Contracted Work/GMP/Subcontracts,15-02-608,CRUSHED STONE
Contracted Work/GMP/Subcontracts,15-02-610,PIPE CULVERTS
Contracted Work/GMP/Subcontracts,15-02-612,CONCRETE PAVING
Contracted Work/GMP/Subcontracts,15-02-613,PREPARATION WORK FOR PAVER SYS
Contracted Work/GMP/Subcontracts,15-02-615,CONCRETE PAVER SYSTEMS
Contracted Work/GMP/Subcontracts,15-02-616,TILE PAVERS
Contracted Work/GMP/Subcontracts,15-02-620,SUBDRAINAGE
Contracted Work/GMP/Subcontracts,15-02-630,STORM DRAINAGE
Contracted Work/GMP/Subcontracts,15-02-634,DECKS
Contracted Work/GMP/Subcontracts,15-02-640,CULVERTS & MFG CONSTRUCTION
Contracted Work/GMP/Subcontracts,15-02-700,BASES BALLASTS PAVEMENT & APPU
Contracted Work/GMP/Subcontracts,15-02-710,BOUND BASE COURSES
Contracted Work/GMP/Subcontracts,15-02-712,PLANTER WALLS
Contracted Work/GMP/Subcontracts,15-02-720,UNBOUND BASE COURSES & BALLAST
Contracted Work/GMP/Subcontracts,15-02-730,AGGREGATE SURFACING
Contracted Work/GMP/Subcontracts,15-02-740,ASPHALT PAVEMENT
Contracted Work/GMP/Subcontracts,15-02-750,RIGID PAVEMENT
Contracted Work/GMP/Subcontracts,15-02-755,CEMENT CONCRETE SHOULDERS
Contracted Work/GMP/Subcontracts,15-02-760,PAVING SPECIALTIES
Contracted Work/GMP/Subcontracts,15-02-763,PAINTED TRAFFIC LINES & MARKIN
Contracted Work/GMP/Subcontracts,15-02-768,STAMPED PATTERN CONCRETE PAVEM
Contracted Work/GMP/Subcontracts,15-02-770,CURBS & GUTTERS
Contracted Work/GMP/Subcontracts,15-02-775,SIDEWALKS
Contracted Work/GMP/Subcontracts,15-02-780,UNIT PAVERS
Contracted Work/GMP/Subcontracts,15-02-785,ASPHALT PAVEMENT COATING
Contracted Work/GMP/Subcontracts,15-02-790,ATHLETIC & RECREATIONAL SURFAC
Contracted Work/GMP/Subcontracts,15-02-792,TENNIS COURT
Contracted Work/GMP/Subcontracts,15-02-795,POROUS PAVEMENT
Contracted Work/GMP/Subcontracts,15-02-800,LANDSCAPING
Contracted Work/GMP/Subcontracts,15-02-805,LANDSCAPING
Contracted Work/GMP/Subcontracts,15-02-806,LANDSCAPE MAINTENANCE
Contracted Work/GMP/Subcontracts,15-02-808,ARTIFICIAL PLANTS
Contracted Work/GMP/Subcontracts,15-02-810,IRRIGATION SYSTEM
Contracted Work/GMP/Subcontracts,15-02-815,FOUNTAINS
Contracted Work/GMP/Subcontracts,15-02-820,FENCES & GATES
Contracted Work/GMP/Subcontracts,15-02-821,CHAIN LINK FENCES & GATES
Contracted Work/GMP/Subcontracts,15-02-822,ORNAMENTAL METAL FENCES & GATE
Contracted Work/GMP/Subcontracts,15-02-824,ALUM FENCES & GATES
Contracted Work/GMP/Subcontracts,15-02-825,WOOD FENCES & GATES
Contracted Work/GMP/Subcontracts,15-02-830,RETAINING WALLS
Contracted Work/GMP/Subcontracts,15-02-831,CAST-IN-PLACE CONCRETE RET WAL
Contracted Work/GMP/Subcontracts,15-02-832,INTERLOCKING BLOCK RET WALLS
Contracted Work/GMP/Subcontracts,15-02-833,MASONRY RETAINING WALLS
Contracted Work/GMP/Subcontracts,15-02-834,PRECAST CONCRETE RETAINING WAL
Contracted Work/GMP/Subcontracts,15-02-835,TIMBER RETAINING WALLS
Contracted Work/GMP/Subcontracts,15-02-840,WALK ROAD & PARKING APPURTENAN
Contracted Work/GMP/Subcontracts,15-02-841,BOLLARDS
Contracted Work/GMP/Subcontracts,15-02-850,PREFABRICATED BRIDGES
Contracted Work/GMP/Subcontracts,15-02-860,SCREENING DEVICES
Contracted Work/GMP/Subcontracts,15-02-870,SITE FURNISHINGS
Contracted Work/GMP/Subcontracts,15-02-880,PLAY FIELD EQUIP & STRUCTURES
Contracted Work/GMP/Subcontracts,15-02-890,TRAFFIC SIGNS & SIGNALS
Contracted Work/GMP/Subcontracts,15-02-895,MARKERS & MONUMENTS
Contracted Work/GMP/Subcontracts,15-02-900,PLANTING
Contracted Work/GMP/Subcontracts,15-02-905,TRANSPLANTING
Contracted Work/GMP/Subcontracts,15-02-910,PLANT PREPARATION
Contracted Work/GMP/Subcontracts,15-02-920,LAWNS & GRASSES
Contracted Work/GMP/Subcontracts,15-02-930,EXTERIOR PLANTS
Contracted Work/GMP/Subcontracts,15-02-935,PLANT MAINTENANCE
Contracted Work/GMP/Subcontracts,15-02-945,PLANTING ACCESSORIES
Contracted Work/GMP/Subcontracts,15-02-950,SITE RESTORATION & ACCESSORIES
Contracted Work/GMP/Subcontracts,15-02-990,STRUCTURE MOVING
Contracted Work/GMP/Subcontracts,15-03-000,CONCRETE
Contracted Work/GMP/Subcontracts,15-03-010,CONCRETE WORK
Contracted Work/GMP/Subcontracts,15-03-011,SHELL - CARPENTER
Contracted Work/GMP/Subcontracts,15-03-012,SHELL - LABORER
Contracted Work/GMP/Subcontracts,15-03-021,PILE CAPS/GRADE BEAMS FORMWK
Contracted Work/GMP/Subcontracts,15-03-022,PILE CAPS/GRADE BEAMS REBAR
Contracted Work/GMP/Subcontracts,15-03-023,PILE CAPS/G BEAMS CONCRETE
Contracted Work/GMP/Subcontracts,15-03-031,SLAB ON GRADE/FORMWORK
Contracted Work/GMP/Subcontracts,15-03-032,SLAB ON GRADE/REBAR
Contracted Work/GMP/Subcontracts,15-03-033,SLAB ON GRADE CONCRETE
Contracted Work/GMP/Subcontracts,15-03-041,COLUMNS/WALLS/FORMWORK
Contracted Work/GMP/Subcontracts,15-03-042,COLUMNS/WALL REBAR
Contracted Work/GMP/Subcontracts,15-03-043,COLUMNS/WALLS CONCRETE
Contracted Work/GMP/Subcontracts,15-03-051,BEAM/FORMWORK
Contracted Work/GMP/Subcontracts,15-03-052,BEAM REBAR
Contracted Work/GMP/Subcontracts,15-03-053,BEAM CONCRETE
Contracted Work/GMP/Subcontracts,15-03-061,ELEVATED/PT SLAB
Contracted Work/GMP/Subcontracts,15-03-062,ELEVATED/PT SLAB REBAR
Contracted Work/GMP/Subcontracts,15-03-063,ELEVATED/PT SLAB POST TENSION
Contracted Work/GMP/Subcontracts,15-03-064,ELEVATED/PT SLAB CONCRETE
Contracted Work/GMP/Subcontracts,15-03-100,CONCRETE FORMS & ACCESSORIES
Contracted Work/GMP/Subcontracts,15-03-101,LAYOUT
Contracted Work/GMP/Subcontracts,15-03-103,SLAB GRADING & COMPACTING
Contracted Work/GMP/Subcontracts,15-03-104,EXTERIOR SLAB GRADE & COMPACT
Contracted Work/GMP/Subcontracts,15-03-105,SLAB LEVELING & PATCHING
Contracted Work/GMP/Subcontracts,15-03-106,SLAB FORMWORK
Contracted Work/GMP/Subcontracts,15-03-107,EXTERIOR SLAB FORM WORK
Contracted Work/GMP/Subcontracts,15-03-108,METAL KEY CONTROL JOINT
Contracted Work/GMP/Subcontracts,15-03-109,FIBER EXPANSION JOINT
Contracted Work/GMP/Subcontracts,15-03-110,STRUC CAST-IN-PLACE CONCRETE F
Contracted Work/GMP/Subcontracts,15-03-111,SOIL POISONING
Contracted Work/GMP/Subcontracts,15-03-112,MACHINE EXCAVATION
Contracted Work/GMP/Subcontracts,15-03-113,HAND FOOTING EXCAVATION
Contracted Work/GMP/Subcontracts,15-03-114,CONSTRUCTION JOINT
Contracted Work/GMP/Subcontracts,15-03-116,CONTINUOUS FOOTING
Contracted Work/GMP/Subcontracts,15-03-118,PAD FOOTINGS
Contracted Work/GMP/Subcontracts,15-03-120,ARCH CAST-IN-PLACE CONCRETE FO
Contracted Work/GMP/Subcontracts,15-03-122,FORM & POUR CONC COLUMNS & BEA
Contracted Work/GMP/Subcontracts,15-03-124,PATCH CONCRETE BEAMS
Contracted Work/GMP/Subcontracts,15-03-130,PERMANENT FORMS
Contracted Work/GMP/Subcontracts,15-03-131,PLANTER & FOUNDATIONS
Contracted Work/GMP/Subcontracts,15-03-140,FREE STANDING COLUMNS
Contracted Work/GMP/Subcontracts,15-03-150,CONCRETE ACCESSORIES
Contracted Work/GMP/Subcontracts,15-03-155,WALL
Contracted Work/GMP/Subcontracts,15-03-156,SHORING
Contracted Work/GMP/Subcontracts,15-03-158,ELEVATOR PIT
Contracted Work/GMP/Subcontracts,15-03-160,CONCRETE STAIR FORMWORK
Contracted Work/GMP/Subcontracts,15-03-162,INTERIOR STEPS ON GRADE
Contracted Work/GMP/Subcontracts,15-03-164,EXTERIOR STEPS ON GRADE
Contracted Work/GMP/Subcontracts,15-03-170,LOAD BEARING MASONRY FORMWORK
Contracted Work/GMP/Subcontracts,15-03-180,ELEVATED FLAT SLAB
Contracted Work/GMP/Subcontracts,15-03-190,CONCRETE INSERTS
Contracted Work/GMP/Subcontracts,15-03-200,CONCRETE REINFORCEMENT
Contracted Work/GMP/Subcontracts,15-03-210,REINFORCING STEEL
Contracted Work/GMP/Subcontracts,15-03-220,WELDED WIRE FABRIC
Contracted Work/GMP/Subcontracts,15-03-230,STRESSING TENDONS
Contracted Work/GMP/Subcontracts,15-03-235,ACCESSORIES
Contracted Work/GMP/Subcontracts,15-03-240,FIBROUS REINFORCING
Contracted Work/GMP/Subcontracts,15-03-250,POST-TENSIONING
Contracted Work/GMP/Subcontracts,15-03-300,CAST-IN-PLACE CONCRETE
Contracted Work/GMP/Subcontracts,15-03-302,CONCRETE READY MIX
Contracted Work/GMP/Subcontracts,15-03-310,STRUCTURAL CONCRETE
Contracted Work/GMP/Subcontracts,15-03-312,CONCRETE FINISHING
Contracted Work/GMP/Subcontracts,15-03-313,PLACING CONCRETE
Contracted Work/GMP/Subcontracts,15-03-314,PUMPING CONCRETE
Contracted Work/GMP/Subcontracts,15-03-320,LIGHT WEIGHT CONCRETE
Contracted Work/GMP/Subcontracts,15-03-330,ARCHITECTURAL CONCRETE
Contracted Work/GMP/Subcontracts,15-03-340,LOW DENSITY CONCRETE
Contracted Work/GMP/Subcontracts,15-03-350,TABBY DRIVEWAY
Contracted Work/GMP/Subcontracts,15-03-360,SPECIALITY CONCRETE FINISHES
Contracted Work/GMP/Subcontracts,15-03-370,SPECIALLY PLACED CONCRETE
Contracted Work/GMP/Subcontracts,15-03-380,POST-TENSIONED CONCRETE
Contracted Work/GMP/Subcontracts,15-03-390,CONCRETE CURING
Contracted Work/GMP/Subcontracts,15-03-400,PRECAST CONCRETE
Contracted Work/GMP/Subcontracts,15-03-410,PLANT-PRECAST STRUCTURAL CONCR
Contracted Work/GMP/Subcontracts,15-03-420,PLANT-PRECAST STRUC POST-TENSI
Contracted Work/GMP/Subcontracts,15-03-430,SITE-PRECAST STRUCTURAL CONCRE
Contracted Work/GMP/Subcontracts,15-03-432,TWIN TEE'S & PRECAST WALLS
Contracted Work/GMP/Subcontracts,15-03-434,SHORING OF TWIN TEES
Contracted Work/GMP/Subcontracts,15-03-440,LIFT SLAB
Contracted Work/GMP/Subcontracts,15-03-450,PLANT-PRECAST ARCHITECTURAL CO
Contracted Work/GMP/Subcontracts,15-03-451,SAW CUT
Contracted Work/GMP/Subcontracts,15-03-460,SITE-PRECAST ARCHITECTURAL CON
Contracted Work/GMP/Subcontracts,15-03-470,TILT-UP PRECAST CONCRETE
Contracted Work/GMP/Subcontracts,15-03-480,PRECAST CONCRETE SPECIALTIES
Contracted Work/GMP/Subcontracts,15-03-490,GLASS-FIBER-REINFORCED PRECAST
Contracted Work/GMP/Subcontracts,15-03-500,CEMENTITIOUS DECKS & UNDERLAYM
Contracted Work/GMP/Subcontracts,15-03-510,CEMENTITIOUS ROOF DECK
Contracted Work/GMP/Subcontracts,15-03-520,LIGHTWEIGHT CONC ROOF INSULATI
Contracted Work/GMP/Subcontracts,15-03-530,CONCRETE TOPPING
Contracted Work/GMP/Subcontracts,15-03-540,CEMENTITIOUS UNDERLAYMENT
Contracted Work/GMP/Subcontracts,15-03-600,GROUTS
Contracted Work/GMP/Subcontracts,15-03-610,GROUTING
Contracted Work/GMP/Subcontracts,15-03-700,MASS CONCRETE
Contracted Work/GMP/Subcontracts,15-03-900,CONCRETE RESTORATION & CLEANIN
Contracted Work/GMP/Subcontracts,15-03-910,CONCRETE CLEANING
Contracted Work/GMP/Subcontracts,15-03-920,CONCRETE RESURFACING
Contracted Work/GMP/Subcontracts,15-03-930,CONCRETE REHABILITATION
Contracted Work/GMP/Subcontracts,15-04-000,MASONRY
Contracted Work/GMP/Subcontracts,15-04-200,UNIT MASONRY
Contracted Work/GMP/Subcontracts,15-04-210,CLAY MASONRY UNITS
Contracted Work/GMP/Subcontracts,15-04-212,BRICK PAVERS
Contracted Work/GMP/Subcontracts,15-04-220,CONCRETE MASONRY UNITS
Contracted Work/GMP/Subcontracts,15-04-222,INTERIOR BLOCK PARTITIONS
Contracted Work/GMP/Subcontracts,15-04-230,CALCIUM SILICATE MASONRY UNITS
Contracted Work/GMP/Subcontracts,15-04-270,GLASS MASONRY UNITS
Contracted Work/GMP/Subcontracts,15-04-290,ADOBE MASONRY UNITS
Contracted Work/GMP/Subcontracts,15-04-400,STONE
Contracted Work/GMP/Subcontracts,15-04-410,STONE MATERIALS
Contracted Work/GMP/Subcontracts,15-04-420,COLLECTED STONE
Contracted Work/GMP/Subcontracts,15-04-430,QUARRIED STONE
Contracted Work/GMP/Subcontracts,15-04-500,REFRACTORIES
Contracted Work/GMP/Subcontracts,15-04-502,PRECAST MOLDINGS
Contracted Work/GMP/Subcontracts,15-04-552,PRECAST COLUMNS
Contracted Work/GMP/Subcontracts,15-04-600,CORROSION-RESISTANT MASONRY
Contracted Work/GMP/Subcontracts,15-04-610,CHEMICAL-RESISTANT BRICK
Contracted Work/GMP/Subcontracts,15-04-620,VITRIFIED CLAY LINER PLATES
Contracted Work/GMP/Subcontracts,15-04-700,SIMULATED MASONRY
Contracted Work/GMP/Subcontracts,15-04-710,SIMULATED BRICK
Contracted Work/GMP/Subcontracts,15-04-720,CAST STONE
Contracted Work/GMP/Subcontracts,15-04-730,SIMULATED STONE
Contracted Work/GMP/Subcontracts,15-04-800,MASONRY ASSEMBLIES
Contracted Work/GMP/Subcontracts,15-04-810,UNIT MASONRY ASSEMBLIES
Contracted Work/GMP/Subcontracts,15-04-820,REINFORCED UNIT MASONRY ASSEMB
Contracted Work/GMP/Subcontracts,15-04-830,NON-REINFORCED UNIT MASONRY AS
Contracted Work/GMP/Subcontracts,15-04-840,PREFABRICATED MASONRY PANELS
Contracted Work/GMP/Subcontracts,15-04-850,STONE ASSEMBLIES
Contracted Work/GMP/Subcontracts,15-04-880,MASONRY FIREPLACES
Contracted Work/GMP/Subcontracts,15-04-900,MASONRY RESTORATION & CLEANING
Contracted Work/GMP/Subcontracts,15-04-910,UNIT MASONRY RESTORATION
Contracted Work/GMP/Subcontracts,15-04-920,STONE RESTORATION
Contracted Work/GMP/Subcontracts,15-04-930,UNIT MASONRY CLEANING
Contracted Work/GMP/Subcontracts,15-04-940,STONE CLEANING
Contracted Work/GMP/Subcontracts,15-05-000,METALS
Contracted Work/GMP/Subcontracts,15-05-100,STRUCTURAL METAL FRAMING
Contracted Work/GMP/Subcontracts,15-05-110,STRUCTURAL METAL FRAMING
Contracted Work/GMP/Subcontracts,15-05-120,STRUCTURAL STEEL
Contracted Work/GMP/Subcontracts,15-05-121,CLEAN & PRIME STEEL
Contracted Work/GMP/Subcontracts,15-05-122,CONNECTION PLATE
Contracted Work/GMP/Subcontracts,15-05-124,RE-WELD STRESS PLATES
Contracted Work/GMP/Subcontracts,15-05-125,STEEL COLUMNS
Contracted Work/GMP/Subcontracts,15-05-128,IMPLANTS AND BOLTS
Contracted Work/GMP/Subcontracts,15-05-130,METAL DECK
Contracted Work/GMP/Subcontracts,15-05-140,STRUCTURAL ALUMINUM
Contracted Work/GMP/Subcontracts,15-05-150,"STRUCTURAL, BAR JOIST & MTL DE"
Contracted Work/GMP/Subcontracts,15-05-160,METAL FRAMING SYSTEM
Contracted Work/GMP/Subcontracts,15-05-200,METAL JOISTS
Contracted Work/GMP/Subcontracts,15-05-210,STEEL JOISTS
Contracted Work/GMP/Subcontracts,15-05-216,STEEL BARJOIST & MTL DECKING
Contracted Work/GMP/Subcontracts,15-05-260,COMPOSITE JOIST ASSEMBLIES
Contracted Work/GMP/Subcontracts,15-05-300,METAL DECKING
Contracted Work/GMP/Subcontracts,15-05-310,METAL DECKING
Contracted Work/GMP/Subcontracts,15-05-400,LIGHT GAUGE MTL FRAMING
Contracted Work/GMP/Subcontracts,15-05-410,LOAD-BEARING METAL STUDS
Contracted Work/GMP/Subcontracts,15-05-418,METAL PARTITION FRAMING
Contracted Work/GMP/Subcontracts,15-05-419,METAL FRAMING
Contracted Work/GMP/Subcontracts,15-05-420,COLD-FORMED METAL JOISTS
Contracted Work/GMP/Subcontracts,15-05-424,METAL FURRING
Contracted Work/GMP/Subcontracts,15-05-430,SLOTTED CHANNEL FRAMING
Contracted Work/GMP/Subcontracts,15-05-440,COLD-FORMED METAL TRUSSES
Contracted Work/GMP/Subcontracts,15-05-450,METAL SUPPORT
Contracted Work/GMP/Subcontracts,15-05-500,METAL FABRICATIONS
Contracted Work/GMP/Subcontracts,15-05-501,PRE-FAB METAL BUILDING
Contracted Work/GMP/Subcontracts,15-05-510,METAL STAIRS & LADDERS
Contracted Work/GMP/Subcontracts,15-05-512,SPIRAL METAL STAIRS
Contracted Work/GMP/Subcontracts,15-05-520,HANDRAILS AND RAILINGS
Contracted Work/GMP/Subcontracts,15-05-522,ALUM TRELLIS/RAILS & GATES
Contracted Work/GMP/Subcontracts,15-05-525,LADDER
Contracted Work/GMP/Subcontracts,15-05-530,GRATINGS
Contracted Work/GMP/Subcontracts,15-05-535,STAINLESS STEEL PANELS
Contracted Work/GMP/Subcontracts,15-05-540,FLOOR PLATES
Contracted Work/GMP/Subcontracts,15-05-550,STAIR TREADS & NOSINGS
Contracted Work/GMP/Subcontracts,15-05-560,METAL CASTINGS
Contracted Work/GMP/Subcontracts,15-05-580,FORMED METAL FABRICATIONS
Contracted Work/GMP/Subcontracts,15-05-600,METAL SIDING
Contracted Work/GMP/Subcontracts,15-05-610,METAL SIDING
Contracted Work/GMP/Subcontracts,15-05-700,ORNAMENTAL METAL
Contracted Work/GMP/Subcontracts,15-05-710,ORNAMENTAL STAIRS
Contracted Work/GMP/Subcontracts,15-05-715,FABRICATED SPIRAL STAIRS
Contracted Work/GMP/Subcontracts,15-05-720,ORNAMENTAL HANDRAILS & RAILING
Contracted Work/GMP/Subcontracts,15-05-725,ORNAMENTAL METAL CASTINGS
Contracted Work/GMP/Subcontracts,15-05-730,ORNAMENTAL FORMED METAL
Contracted Work/GMP/Subcontracts,15-05-735,METAL CLADDING
Contracted Work/GMP/Subcontracts,15-05-740,ORNAMENTAL FORGED METAL
Contracted Work/GMP/Subcontracts,15-05-750,ORNAMENTAL ALUMINUM
Contracted Work/GMP/Subcontracts,15-05-800,EXPANSION CONTROL
Contracted Work/GMP/Subcontracts,15-05-810,EXPANSION JOINT COVER ASSEMBLI
Contracted Work/GMP/Subcontracts,15-05-820,SLIDE BEARINGS
Contracted Work/GMP/Subcontracts,15-05-900,METAL RESTORATION & CLEANING
Contracted Work/GMP/Subcontracts,15-05-910,MISCELLANEOUS METALS
Contracted Work/GMP/Subcontracts,15-05-912,DUMPSTER GATE
Contracted Work/GMP/Subcontracts,15-05-950,ROUGH HARDWARE
Contracted Work/GMP/Subcontracts,15-06-000,WOOD AND PLASTICS
Contracted Work/GMP/Subcontracts,15-06-010,CARPENTRY
Contracted Work/GMP/Subcontracts,15-06-100,ROUGH CARPENTRY
Contracted Work/GMP/Subcontracts,15-06-101,CARPENTRY DEMO
Contracted Work/GMP/Subcontracts,15-06-102,TEMPORARY PROTECTION
Contracted Work/GMP/Subcontracts,15-06-110,ROUGH CARPENTRY
Contracted Work/GMP/Subcontracts,15-06-111,SUBFLOOR
Contracted Work/GMP/Subcontracts,15-06-112,FLOOR FRAMING
Contracted Work/GMP/Subcontracts,15-06-114,CONVENTIONAL FRAMING
Contracted Work/GMP/Subcontracts,15-06-115,ELEVATOR LID REMOVAL
Contracted Work/GMP/Subcontracts,15-06-116,DROP SOFFITS AND CEILING
Contracted Work/GMP/Subcontracts,15-06-118,WOOD PARTITION FRAMING
Contracted Work/GMP/Subcontracts,15-06-119,EXTERIOR WOOD PARTITION FRAMIN
Contracted Work/GMP/Subcontracts,15-06-120,ROOF SHEATHING
Contracted Work/GMP/Subcontracts,15-06-121,FLOOR SHEATHING
Contracted Work/GMP/Subcontracts,15-06-122,EXTERIOR WALL SHEATHING
Contracted Work/GMP/Subcontracts,15-06-124,WOOD FURRING
Contracted Work/GMP/Subcontracts,15-06-130,HEAVY TIMBER CONSTRUCTION
Contracted Work/GMP/Subcontracts,15-06-131,EXTERIOR FASCIA & SOFFIT
Contracted Work/GMP/Subcontracts,15-06-132,EXTERIOR SOFFIT
Contracted Work/GMP/Subcontracts,15-06-134,EXTERIOR FASCIA
Contracted Work/GMP/Subcontracts,15-06-135,SOFFIT SCREEN VENTS
Contracted Work/GMP/Subcontracts,15-06-136,EXTERIOR 1 X SIDING
Contracted Work/GMP/Subcontracts,15-06-137,EXTERIOR PLYWOOD SIDING
Contracted Work/GMP/Subcontracts,15-06-138,EXTERIOR MOLDINGS AND TRIM
Contracted Work/GMP/Subcontracts,15-06-150,WOOD DECKING
Contracted Work/GMP/Subcontracts,15-06-160,SHEATHING
Contracted Work/GMP/Subcontracts,15-06-170,PREFABRICATED STRUCTURAL WOOD
Contracted Work/GMP/Subcontracts,15-06-175,Wood Trusses
Contracted Work/GMP/Subcontracts,15-06-180,Glued Laminated Construction
Contracted Work/GMP/Subcontracts,15-06-190,WOOD TRUSSES
Contracted Work/GMP/Subcontracts,15-06-192,CRANE TIME
Contracted Work/GMP/Subcontracts,15-06-200,FINISH CARPENTRY
Contracted Work/GMP/Subcontracts,15-06-202,BASE MOLDING
Contracted Work/GMP/Subcontracts,15-06-203,PLINTH BLOCK
